a_cid,b_cid,a_size,b_size,fuzz,merge,confidence,reason
8265,11565,2,2,66.66666666666666,NO,0.98,"Different core products: Cluster A is chicken sausages (340g), Cluster B is pork sausages with different flavours (400g). Different meat types, different weight"
8301,11570,2,2,68.9655172413793,NO,0.95,Different varieties (Chicken Parmigiana & Tagine vs Hunters Chicken) and different weights (500g vs 425-470g). These are distinct products.
6851,13773,2,2,67.64705882352942,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
6851,13739,2,2,65.3061224489796,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
8772,9428,2,2,63.63636363636363,NO,0.95,"Different core products: Cluster A contains nuggets (breaded chicken/plant-based pieces), Cluster B contains katsu rolls (rolled/formed katsu-style product). Di"
6823,11555,2,2,66.66666666666666,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
6851,14243,2,2,64.51612903225806,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
8674,11570,2,2,63.63636363636363,NO,0.95,"Different core products: Cluster A is chicken nuggets (breaded/battered pieces), Cluster B is Hunters Chicken (a prepared dish/meal). Different varieties, diffe"
6909,9651,2,2,100.0,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
1020,12406,2,2,63.1578947368421,NO,0.99,"Different products: Cluster A is arrowroot (Dr. Oetker brand), Cluster B is nutmeg (different spice, different brands across SMs). Different varieties and diffe"
6909,9380,2,2,80.85106382978724,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
6911,9433,2,2,60.60606060606061,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
7903,13677,2,2,100.0,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
8265,9597,2,2,60.869565217391305,NO,0.95,"Cluster A is chicken sausages (6-pack, 340g); Cluster B is crispy lemon chicken (prepared dish, 340-350g). Different product types and varieties - sausages vs. "
8005,9504,2,2,73.6842105263158,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
8012,9667,2,2,60.0,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
8929,12034,2,2,62.06896551724138,NO,0.95,"Cluster A contains breaded, cooked garlic mushrooms (prepared/processed food); Cluster B contains raw closed cup mushrooms. Different product types - one is a p"
1122,10073,2,2,66.66666666666666,NO,0.95,"Cluster A contains pastry cases and cheese straws (baked pastry products), while Cluster B contains cheese curls (likely puffed/fried snacks). These are fundame"
8265,11607,2,2,66.66666666666666,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
1213,10623,2,2,71.7948717948718,NO,0.99,"Different core products: Cluster A is pure maple syrup (250g); Cluster B is maple chilli jam (284-285ml). Different flavour profiles, different product categori"
8058,11570,2,2,63.63636363636363,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
8265,11605,2,2,66.66666666666666,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
1354,10016,2,2,77.77777777777777,NO,0.95,"Different rice varieties: Cluster A is Long Grain White Rice, Cluster B is Basmati Rice. These are distinct product types with different characteristics, cookin"
8301,9602,2,2,66.66666666666666,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
1212,9839,2,2,62.5,NO,0.95,Cluster A is salted butter (250g); Cluster B is bread & butter pudding/bread pudding (ready-made dessert). Different core products entirely - one is a dairy ing
1564,11880,2,2,61.53846153846154,NO,0.95,"Different core products: Cluster A is McVitie's Jaffa Cakes (chocolate-covered sponge cakes), Cluster B is Digestive Biscuits (plain biscuits). These are fundam"
8929,9327,2,2,62.5,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
13813,6851,2,2,63.1578947368421,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
13821,6851,2,2,64.51612903225806,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
1143,11728,2,2,63.63636363636363,NO,0.95,"Different flour varieties: Cluster A is plain flour, Cluster B is brown flour. Despite identical weight (1500g), the flour type/variety is fundamentally differe"
1126,10091,2,2,60.0,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
1126,11412,2,2,60.0,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
1141,12654,2,2,64.86486486486487,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
1330,10330,2,2,62.22222222222222,NO,0.99,"Different brands (Batchelors vs Morrisons/Tesco own-brand), different flavours (Japanese Katsu Curry vs BBQ Beef), different weights (90g vs 85g)"
1500,10654,2,2,62.06896551724138,NO,0.95,"Different brands (Fox's vs Morrisons/Tesco), different products (biscuits vs icing), different weights (130g vs 120g), different core items"
1157,11728,2,2,62.5,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
1172,12082,2,2,66.66666666666666,NO,0.95,Different brands (Betty Crocker vs Morrisons/Sainsbury's own-brand) and different product types (Betty Crocker is a flavoured icing/glaze; Morrisons/Sainsbury's
1156,10348,2,2,100.0,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
1765,9248,2,2,61.29032258064516,NO,0.95,"Different brands (Mrs Crimble vs Jacob's), different product types (macaroons vs mikado biscuits), different weights (190-195g vs 175-176g), different pack coun"
3690,12859,2,2,95.23809523809524,NO,0.95,"Different cereal varieties: Cluster A is Corn Flakes, Cluster B contains both Bran Flakes (Sainsbury's) and Cornflakes (Tesco). Bran Flakes is a distinct produc"
1504,12105,2,2,63.63636363636363,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
1371,13980,2,2,66.66666666666666,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
3634,10307,2,2,60.60606060606061,NO,0.99,"Different core products: Cluster A is a strawberry crisp cereal (breakfast cereal), Cluster B is strawberry jam (preserve/condiment). Different product categori"
1965,12970,2,2,63.888888888888886,NO,0.99,"Cluster A contains instant noodles (Wai Wai, Vifon brands); Cluster B contains stock cubes (Telma brand). Completely different product categories and formats."
1582,10654,2,2,62.06896551724138,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
3796,10475,2,2,61.904761904761905,NO,0.99,"Different core products: Cluster A is granola (dry cereal), Cluster B is protein shake (beverage). Different product categories, formats, and purposes."
1611,9162,2,2,70.0,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
1649,12769,2,2,66.66666666666666,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
1631,12621,2,2,64.0,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
1706,11345,2,2,75.0,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
3804,11774,2,2,69.23076923076923,NO,0.99,Cluster A is a Grenade-branded protein bar (60g). Cluster B is chocolate dusting/sugar dusting (70g+). Different product categories entirely - one is a nutritio
1706,10638,2,2,77.77777777777777,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
1725,9811,2,2,73.17073170731707,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
4052,12584,2,2,62.5,NO,0.95,"Different product varieties: Cluster A is Pizza Sauce Base, Cluster B is Spaghetti Hoops. Although both are Heinz branded and 400g, they are fundamentally diffe"
1770,12234,2,2,62.5,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
3710,11774,2,2,69.23076923076923,NO,0.99,"Different brands and product types. Cluster A is Battle Bites Dynabar high protein bars (branded, ~61g). Cluster B is chocolate dusting products from own-brand "
4079,12144,2,2,70.58823529411765,NO,0.99,"Different core products: Cluster A is tomato soup, Cluster B is tomato ketchup. Different product categories and varieties."
3650,9838,2,2,62.22222222222222,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
3669,9838,2,2,77.19298245614036,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
3671,12859,2,2,70.58823529411765,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
4092,12181,2,2,61.53846153846154,NO,0.99,"Different core products: Cluster A is sweetcorn in water, Cluster B is baby carrots in water. Different vegetables, different varieties."
4052,12265,2,2,78.57142857142857,NO,0.95,"Different products: Cluster A is pizza sauce base (400g), Cluster B is baked beans in tomato sauce (415g). Different varieties, different purposes, different we"
3754,12698,2,2,60.869565217391305,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
4096,10126,2,2,60.46511627906977,NO,0.99,"Different flavours: Cluster A is Pea & Ham soup (Heinz brand), Cluster B is Lentil & Bacon soup (own-brand). These are distinct product varieties."
3774,10159,2,2,66.66666666666666,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
3712,11774,2,2,69.23076923076923,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
3784,9152,2,2,61.53846153846154,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
4111,12852,2,2,100.0,NO,0.95,Cluster A lists 'Chicken Broth' while Cluster B lists 'Chicken Broth Soup' - different product varieties/names despite identical weight and brand.
3800,12755,2,2,64.1025641025641,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
4109,12846,2,2,66.66666666666666,NO,0.99,"Cluster A is Heinz Beef Broth Soup (400g); Cluster B is Chunky Chips (450g). Completely different products - different brands, different categories (soup vs chi"
4052,12144,2,2,78.57142857142857,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
4129,10211,2,2,100.0,NO,0.95,"Cluster A specifies 'Organic' and 'Concentrated Tomato Juice' across both products, while Cluster B contains one organic (Morrisons) and one non-organic (Tesco "
4074,10211,2,2,66.66666666666666,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
4079,12392,2,2,70.58823529411765,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
4067,10211,2,2,100.0,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
4109,12302,2,2,74.07407407407408,NO,0.95,"Different soup varieties: Cluster A is Beef Broth (chunky), Cluster B is Scotch Broth. These are distinct flavours/types and should not merge."
4079,12913,2,2,70.58823529411765,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
4079,12265,2,2,70.58823529411765,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
4138,12846,2,2,66.66666666666666,NO,0.99,"Cluster A is chicken in white sauce (~400g); Cluster B is chunky chips (~450g). Completely different products - different core ingredients, different varieties,"
4109,12852,2,2,86.48648648648648,NO,0.99,"Different flavour: Cluster A is Beef Broth while Cluster B is Chicken Broth. Same brand, weight, and pack count, but flavour variation means they are distinct c"
4092,12343,2,2,61.53846153846154,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
4104,10413,2,2,62.5,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
4149,12886,2,2,61.53846153846154,NO,0.95,"Different core products: Cluster A is beef stew (prepared dish), Cluster B is corned beef (cured meat product). Different brands (ASDA/Morrisons own-brand vs Gr"
4209,12407,2,2,93.02325581395348,NO,0.95,Different flavour varieties: Cluster A is 'Mexican Style' while Cluster B mixes 'Mediterranean Style' (Sainsbury's) and 'Mexican Style' (Tesco). Cluster B also 
4109,12584,2,2,62.5,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
4125,9818,2,2,80.95238095238095,NO,0.95,"Different tomato varieties: Cluster A is chopped tomatoes with herbs, Cluster B is peeled plum tomatoes. These are distinct products with different processing a"
4111,12584,2,2,62.5,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
4180,12674,2,2,64.86486486486487,YES,0.95,"Both clusters contain green lentils in 500g packs. Cluster A has branded products (TRS, Cypressa), Cluster B has own-brand products (Sainsbury's, Tesco). The co"
4128,9839,2,2,70.0,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
4222,12484,2,2,60.97560975609756,NO,0.95,Different product lines: Cluster A is 'Infusions' (Sundried Tomato) while Cluster B is 'Spreadables' (Mayonnaise Corn). These are distinct varieties despite sam
4131,12265,2,2,87.5,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
4209,12424,2,2,83.11688311688312,NO,0.95,"Different flavours: Cluster A is Mexican Style Tuna Salad, Cluster B is French Style Tuna Salad. These are distinct varieties that should not be merged."
4131,12392,2,2,75.0,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
4131,12144,2,2,69.23076923076923,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
4131,12584,2,2,62.5,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
4467,12144,2,2,74.28571428571428,NO,0.95,"Different varieties: Cluster A is 'Pickle Flavour' (400ml), Cluster B is 'Top Down' standard ketchup (460g). Different flavours and different sizes."
4138,12265,2,2,61.224489795918366,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
4177,10659,2,2,61.76470588235294,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
4177,9825,2,2,60.60606060606061,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
4177,10426,2,2,62.5,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
4472,9997,2,2,66.66666666666666,NO,0.99,"Different products: Cluster A is mint sauce (own-brand across SMs, 250-270ml), Cluster B is Schwartz hollandaise sauce (branded, 300g). Different flavours, diff"
4178,9264,2,2,61.53846153846154,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
4472,9211,2,2,66.66666666666666,NO,0.99,"Different core products: Cluster A is mint sauce (condiment), Cluster B is herrings in cream sauce (preserved fish). Different brands (ASDA/Sainsbury's vs Lisne"
4523,9765,2,2,65.3061224489796,NO,0.99,Different brands (Sauce Shop vs Blue Dragon) and different product types (hot sauce vs soy sauce). Not the same core product.
4209,14158,2,2,93.02325581395348,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
4479,12577,2,2,100.0,NO,0.95,"Different sizes: Cluster A is 350g, Cluster B is 300ml. Despite both being Bull's-Eye Original BBQ Sauce, the weight/volume mismatch disqualifies them as the sa"
4475,10659,2,2,90.9090909090909,NO,0.95,"Cluster A is 'Reduced Sugar' variant while Cluster B is 'Light' variant. These are different product formulations/varieties, even though both are sweet chilli s"
4418,9894,2,2,100.0,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
4467,12392,2,2,100.0,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
4425,10417,2,2,80.0,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
4659,12623,2,2,100.0,NO,0.95,"Different brands (Schwartz vs Sainsbury's/Tesco own-brand) and different weights (35g vs 37-40g). Core product is the same (ground cloves), but packaging/brand "
4677,12623,2,2,63.1578947368421,NO,0.99,"Different spices: Cluster A is fenugreek, Cluster B is cloves. Different variety/flavour means they are not the same core product."
4249,12150,2,2,73.46938775510205,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
4467,12265,2,2,61.53846153846154,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
4479,14071,2,2,61.53846153846154,NO,0.95,Different brands (Bull's-Eye vs Sun Hee) and different flavour varieties (Original BBQ vs Korean BBQ/Namsan). Bull's-Eye Original is a classic American BBQ sauc
4467,12584,2,2,62.5,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
4825,12623,2,2,63.1578947368421,NO,0.99,"Different products: Cluster A is black pepper (Schwartz brand, ~33g), Cluster B is ground cloves (different spice, different weights 37-40g). Different variety/"
4491,10536,2,2,75.0,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
4472,9979,2,2,66.66666666666666,NO,0.95,"Different brands (ASDA/Sainsbury's own-brand vs Schwartz branded), different flavours (Mint vs Lemon & Parsley), different sizes (250-270ml vs 300g), and differ"
4472,9919,2,2,66.66666666666666,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
4519,9765,2,2,65.3061224489796,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
4878,10083,2,2,69.56521739130434,NO,0.95,Different brands (Baxters vs Morrisons/Stockwell & Co) and different preparation styles (shredded pickled in sweet malt vinegar vs sliced plain beetroot). Pickl
4491,10501,2,2,75.0,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
4964,9782,2,2,62.06896551724138,NO,0.95,"Different brands (ASDA/Sainsbury's own-brand vs Bisto), different flavours (Peppercorn vs Cheese), and different weights (160g vs 180-185g). These are distinctl"
4544,9738,2,2,100.0,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
4608,12136,2,2,65.57377049180329,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
4969,9782,2,2,69.23076923076923,NO,0.95,Different brands (ASDA/Sainsbury's own-brand vs Bisto branded) and different flavours (Parsley vs Cheese sauce mixes). These are distinct products.
4589,10358,2,2,60.714285714285715,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
5276,12215,2,2,68.9655172413793,NO,0.99,"Different flavours: Cluster A is Ready Salted, Cluster B is Salt & Vinegar. Different brands: Cluster A is Walkers, Cluster B is Sainsbury's/Tesco own-brand."
4969,10311,2,2,62.5,NO,0.95,Different sauce varieties (Parsley vs Hollandaise/Bearnaise) and different weights (160g vs 170g/165g). Core products are not identical.
4683,12735,2,2,100.0,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
4808,9881,2,2,81.81818181818181,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
4696,12767,2,2,100.0,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
4846,12623,2,2,63.1578947368421,NO,0.95,"Different spices: Cluster A is white pepper, Cluster B is cloves. Different varieties/flavours means not the same core product."
4826,10417,2,2,61.53846153846154,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
4878,10367,2,2,66.66666666666666,NO,0.98,"Different varieties: Cluster A is Shredded Beetroot Pickled in Sweet Malt Vinegar, Cluster B is Kimchi Crunchy & Spicy. Different products despite same brand an"
5276,12171,2,2,60.0,NO,0.95,Different brands (Walkers vs McCoy's) and different flavours (Ready Salted vs Salt & Vinegar). Core products are not identical.
4883,10367,2,2,100.0,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
4961,10437,2,2,72.0,NO,0.95,"Different core products: Cluster A is cheese sauce mix (cheddar flavour), Cluster B is katsu curry sauce mix. Different varieties and flavours despite similar w"
4952,9782,2,2,100.0,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
4880,10246,2,2,100.0,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
4902,10335,2,2,60.60606060606061,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
5401,12405,2,2,75.0,NO,0.95,"Different flavours: Cluster A is Sour Cream & Onion, Cluster B is Sour Cream & Chive. These are distinct varieties and should not merge."
4971,9791,2,2,62.06896551724138,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
6407,12514,2,2,62.5,NO,0.99,"Different brands (ASDA/Morrisons vs HP), different flavours (Korma Curry Sauce vs Brown Sauce), different weights (500g vs 450g). These are completely distinct "
5258,9708,2,2,66.66666666666666,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
5319,12234,2,2,62.5,NO,0.95,"Different core products: Cluster A is Hula Hoops crisps (cheese & onion flavour), Cluster B is onion rings. Different brands (Hula Hoops vs Sainsbury's/Tesco), "
5303,9708,2,2,66.66666666666666,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
5328,12546,2,2,62.06896551724138,NO,0.95,"Different brands (McCoy's vs Kettle Chips), different flavours (Flame Grilled Steak vs Lightly Salted), and different weights/pack configurations (150g vs 125-1"
5310,12215,2,2,100.0,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
6428,12630,2,2,60.869565217391305,NO,0.98,"Cluster A is taco/slaw kits (prepared meal components), Cluster B is peanut butter (spread). Completely different product categories."
5328,12171,2,2,64.1025641025641,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
6431,12361,2,2,65.21739130434783,NO,0.99,"Different varieties: Cluster A is Hunter's Chicken sauce (475g), Cluster B is Tuna Pasta Bake sauce (485g). Different flavours and different weights."
5310,12171,2,2,79.3103448275862,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
6488,12425,2,2,61.971830985915496,NO,0.99,Different brands (Ben's Original vs Lizi's) and different product types (sauce vs granola). These are completely distinct products despite matching weight.
5333,9708,2,2,66.66666666666666,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
6496,12499,2,2,100.0,NO,0.95,"Different brands: Cluster A is Blue Dragon (branded), Cluster B is own-brand (Sainsbury's/Tesco). SAME core product requires same brand when branded."
5319,12215,2,2,60.60606060606061,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
6428,12312,2,2,60.869565217391305,NO,0.99,"Different core products: Cluster A is a taco kit (meal component), Cluster B is peanut butter (spread). Different brands (ASDA/Morrisons vs Meridian), different"
5427,12405,2,2,66.66666666666666,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
5401,12234,2,2,62.5,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
6420,10406,2,2,63.41463414634146,NO,0.98,"Different varieties (Sweet & Sour vs Butter Chicken) and different brands/manufacturers. Sweet & Sour is own-brand products from ASDA/Tesco, while Butter Chicke"
6407,12457,2,2,62.5,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
6407,12361,2,2,62.5,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
6407,12144,2,2,62.5,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
6666,13980,2,2,66.66666666666666,NO,0.99,Different core products: Cluster A is mixed Greek olives; Cluster B is mixed nuts. These are entirely different product categories.
6412,12968,2,2,61.224489795918366,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
6526,10326,2,2,81.9672131147541,NO,0.99,"Different pasta sauce varieties: Cluster A is Tomato & Smoked Bacon flavour, Cluster B is Puttanesca flavour. These are distinct products despite same brand and"
6424,10501,2,2,60.0,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
6420,10243,2,2,62.06896551724138,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
6428,12637,2,2,60.869565217391305,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
7057,11345,2,2,100.0,NO,0.95,Different brands (Green & Black's vs Morrisons Savers/Ms Molly's) and different weights (90g vs 100g). Core product criteria not met.
6981,11423,2,2,60.526315789473685,NO,0.99,"Different brands (Candy Kittens vs Skittles), different flavours (Raspberry & Guava vs Crazy Sours), different weights (140g vs 130-132g). These are completely "
6484,10385,2,2,66.66666666666666,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
6993,11423,2,2,62.857142857142854,NO,0.95,"Different brands (Candy Kittens vs Skittles), different flavours (Eton Mess/Very Cherry vs Crazy Sours), and different weights (140g vs 130-132g). These are dis"
6489,12605,2,2,61.016949152542374,NO,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w"
