ensemble_cluster_id,cluster_size,missing_sm,match_letter,picked_idx,confidence,reason,n_candidates
5288,3,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5319,2,Tesco,NONE,,0.95,"Cluster is Hula Hoops Cheese & Onion (branded, specific variety). Candidates A-C are different brands (Tesco own-brand) and different product types (Cheese Curl",8
5294,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5291,3,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5290,3,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5294,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5319,2,Sains,C,31314.0,0.95,"Hula Hoops Cheese & Onion branded product, multipack format (6x24g = 144g vs cluster 140g, minor weight variance acceptable for same SKU), same flavor and brand",8
5303,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5296,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5333,2,Tesco,NONE,,0.95,"Cluster is Walkers Max Strong Hot Chicken Wings Sharing Crisps 140g. Candidates lack exact match: A is different brand/flavor/weight, B is soup not crisps, C is",8
5303,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5305,3,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5304,3,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5335,3,Sains,NONE,,0.95,"Cluster contains Walkers crisps (Crinkles Simply Salted, Max Strong Hot varieties) in 140g sharing bags. Candidate C is Wotsits (different product line), A and ",8
5296,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5328,2,Tesco,NONE,,0.95,"Cluster is McCoy's Flame Grilled Steak crisps (branded, specific flavour, 150g multipack). Candidate B is Tesco Finest Roast Beef crisps (different brand, diffe",8
5310,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5311,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5350,2,Morrisons,NONE,,0.95,"Cluster is Smiths Chipsticks Salt & Vinegar 105g. No candidate matches: A-D are different flavours/brands, E is chocolate not crisps, F is breadsticks not crisp",8
5312,3,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5352,3,Tesco,NONE,,0.99,"Cluster is Kettle Chips Sea Salt & Crushed Black Peppercorns 130g. No Tesco candidate matches this brand, flavour, and weight combination. Candidates A, D are d",8
5320,3,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5322,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5328,2,Sains,NONE,,0.95,"Cluster is McCoy's Flame Grilled Steak 150g multipack. Candidate A is Sainsbury's own-brand (different brand), Candidate D is McCoy's but Meaty Variety Pack (di",8
5316,3,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5347,3,Tesco,NONE,,0.95,"Cluster is Kettle Chips brand, Sea Salt & Balsamic Vinegar flavour, 130g. No Tesco candidate matches: A is different brand/flavour/weight, B is different brand/",8
5322,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5343,3,Sains,NONE,,0.95,"Cluster contains premium own-brand crisps (ASDA Extra Special, Morrisons The Best, Tesco Finest) with sea salt & black pepper flavour at 125-150g. Candidates A ",8
5333,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5332,2,Morrisons,NONE,,0.95,Candidate A is Doritos Chilli Heatwave (different flavour than Extra Flamin' Hot) and 150g (different weight than 163g). No other candidates are Doritos Extra F,8
5334,3,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5332,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5386,2,Morrisons,NONE,,0.95,Cluster is Walkers Baked Prawn Cocktail 6x22g (132g total). Candidate B has correct flavour and pack count but wrong weight (150g). No candidate matches brand (,8
5339,3,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5340,3,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5387,3,Tesco,A,58088.0,0.85,"Proper Chips BBQ 85g matches the cluster's brand (Properchips), flavor (BBQ/Barbecue), and weight (85g). Minor naming variation (Proper vs Properchips) is accep",8
5342,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5342,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5353,2,Sains,NONE,,0.95,Cluster is Walkers Max Extra Flamin' Hot 130g. Candidate A is Wotsits Sweet & Spicy (different flavour/variety). No candidate matches the specific Flamin' Hot f,8
5351,3,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5350,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5380,3,Morrisons,A,20404.0,0.95,"Walkers Monster Munch Roast Beef, 120g multipack - matches brand, variety, flavor, weight, and pack count of cluster despite truncated text in Morrisons listing",8
5353,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5354,3,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5401,2,Sains,NONE,,0.95,"Cluster is sour cream & onion party bites/mix (150g each). No candidate matches: A is lentil & pea cakes, B is Estrella brand, C/D are flatbread snacks with chi",8
5356,3,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5364,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5358,3,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5396,2,Sains,NONE,,0.95,"Cluster is McCoy's Epic Eats Chip Shop Curry Sauce Ridge Cut 6x25g (150g). No candidate matches: A is sauce not crisps, B is steak flavor not curry, C is meaty ",8
5365,3,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5364,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5399,3,Tesco,A,52380.0,0.85,"Tesco Potato Chip Snacks 150G matches the core product: potato-based salted snack, 150g pack, ready-salted variety. While product name varies slightly across re",8
5404,3,Morrisons,NONE,,0.95,"Cluster is cheese savouries snacks (savory crackers/biscuits). Candidates A is curd cheese, B is ham cheese, D is spinach, E is chocolate bars, F is cashews, G ",8
5381,3,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5372,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5396,2,Morrisons,A,20785.0,0.95,"Same brand (McCoy's), same flavour (Chip Shop Curry Sauce), same weight (150g), same pack count (6x25g). Candidate A is the truncated version of the same produc",8
5372,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5386,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5388,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5418,2,Sains,NONE,,0.95,"Cluster is Harvest Snaps brand (lentil rings), 100g. No candidate matches: A/H are Love Corn (corn, not lentils); B is Sainsbury's Flourish (lentil & pea cakes,",8
5390,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",4
5416,3,Tesco,NONE,,0.95,"Cluster contains Manomasa brand tortilla chips in specific flavors (Manchego & Green Olive, Chipotle & Lime) at 140g. Candidates A and B are Tesco Finest brand ",8
5390,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",7
5388,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5423,2,Sains,NONE,,0.95,Cluster is 'Harvest Snaps Thai Sweet Chilli Crispy Lentil Puffs' (specific brand and product line). No candidate from Sainsbury's matches this exact brand and p,8
5401,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5420,3,Sains,NONE,,0.95,Cluster is Cheetos Cheese in 85g single packs. Candidate A is Cheetos Flamin' Hot (different flavour) in multipack format (6x13g). No candidates match the chees,8
5407,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5405,3,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5417,3,Tesco,NONE,,0.95,"Cluster is Manomasa Chipotle & Lime 140g. No Tesco candidate matches: A is different brand/flavor (Ainsley Harriot Mango Chilli), B is sardines (different produ",8
5407,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5410,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5424,2,Morrisons,NONE,,0.99,"No candidate matches the cluster. The cluster is Kettle brand Sriracha Mayo potato chips 125g. Candidate B (Lays Paprika) is a different brand, different flavor",8
5410,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5413,3,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5412,3,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5414,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5414,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5423,2,Tesco,NONE,,0.0,"parse_error: {""match"": ""NONE"", ""confidence"": 0.99, ""reason"": ""Cluster is Harvest Snaps Thai S",8
5441,3,Morrisons,NONE,,0.99,No candidate is Hula Hoops Puft Cheese & Onion Flavour Wheat & Potato Rings 6x15g (90g). All candidates are different brands and products entirely.,8
5418,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5430,3,Tesco,NONE,,0.95,"Cluster is Cheddar Cheese Crispies (100g). Candidate A is Gouda & Edam flavour (different variety), Candidate C is Cheese Sticks (different product type). No ex",8
5421,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5434,3,Tesco,NONE,,0.95,"Cluster is Skips Prawn Cocktail multipacks (14x13.1g, ~180-183g total). Candidate A is Tesco Finest Prawn Marie Rose (different brand, different flavour variant",8
5421,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5427,2,Tesco,NONE,,0.95,"Cluster is Lay's brand crisps with mushroom & sour cream flavour. No Tesco candidate matches: A is Pringles (different brand), B is tortilla chips (different pr",8
5424,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5426,3,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5435,2,Morrisons,NONE,,0.99,"Cluster is Jacob's Mini Cheddars Original 22x23g multipack (506g). No Morrison's candidate matches: Jacob's brand not present, and G (Morrisons Variety Mix Cris",8
5427,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5447,2,Morrisons,NONE,,0.95,"Cluster is Jacob's Mini Cheddars (cheddar/paprika and double gloucester & chive flavours), 102g multipack. Candidate A is Jacob's Twiglets (different product li",8
5429,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5450,2,Morrisons,NONE,,0.99,"No candidate is Hippeas Chickpea Puff Snacks Salt & Vinegar 5x15g (75g). None match the brand (Hippeas), product type (chickpea puffs), flavour (salt & vinegar)",8
5429,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",7
5433,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5433,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5448,2,Morrisons,NONE,,0.95,"Cluster contains lentil-based snacks (ASDA Square Lentil Bites, Sainsbury's Lentil Tubes). No candidate is a lentil snack product. Option A is Walkers Squares (",8
5431,3,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5435,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5438,3,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5455,2,Tesco,NONE,,0.95,"Cluster is sour cream & chive dip (dairy dip product). No candidate matches this core product. Options B and F are vinegar-based dips (Sarson's), not sour cream",8
5442,3,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5436,3,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5450,2,Sains,NONE,,0.95,"Cluster is Hippeas brand chickpea puffs (75g, 5x15g). No candidate matches: A is Sainsbury's own-brand balls (96g), B-C-E-H are different brands/types (bean sti",8
5443,3,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5455,2,Morrisons,NONE,,0.95,"No candidate is a sour cream & chive dip. All options are different products (pork & ham, cream soups, rice, chickpeas, soda, cake, sauce) with different flavor",8
5446,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5445,3,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5467,2,Morrisons,NONE,,0.95,"Cluster is Pizza Express brand Hawaiian pizza 393g. No candidate is a Pizza Express Hawaiian pizza. Candidates A-F are unrelated pizza/food products, G-H are sa",8
5446,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5447,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5448,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5466,2,Sains,NONE,,0.95,"Cluster is Pizza Express Original Dough Balls with Garlic Butter Dip (95g). No Sainsbury's candidate matches: A is black garlic bulb, B is mozzarella cheese bal",8
5449,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5449,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5463,3,Morrisons,A,18757.0,0.85,"Morrisons Italian Penne 500g matches the core product: penne pasta, own-brand across UK supermarkets, same 500g weight. 'Italian' is a minor descriptor but repr",8
5451,3,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5454,3,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5464,2,Tesco,NONE,,0.95,"Cluster is Fresh Egg Fusilli Pasta 500g. Candidate A is Potato Gnocchi (different variety), B is Fried Rice (different product), C is Pizza-flavored pasta (diff",8
5466,2,Morrisons,NONE,,0.95,"Cluster is Pizza Express branded dough balls with garlic butter dip (95g). No Morrison's candidate matches this brand, product type, or format. Options A-D are ",8
5467,2,Tesco,NONE,,0.95,"The cluster contains Pizza Express Hawaiian 393g. None of the Tesco candidates match this specific variety and weight. Candidate D (La Reine, 386g) is closest i",8
5459,3,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5461,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5457,3,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5472,3,Sains,NONE,,0.95,"Cluster contains frozen pizzas (Cheese & Tomato, Cheese & Ham, Cheese varieties). All Sainsbury's candidates are either cheese blocks, potato pie, snack rolls, ",8
5464,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5484,2,Sains,NONE,,0.95,"Cluster contains BBQ Chicken Pizza and Chicken & Pesto Pizza (both pizzas, 455-475g). No candidate is a pizza product. All candidates are pies, pastas, ready me",8
5461,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5465,3,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5492,3,Morrisons,NONE,,0.95,"No candidate is a 90g Garlic & Herb Dip. Candidates A-C are garlic products (not dips), D is a sausage, E-G are dessert products, H is pizza. None match the clu",8
5491,2,Sains,NONE,,0.95,"Cluster is Franco Manca Sourdough Pizza (476g) with spiced beef meatball, red onion & pecorino. No candidate matches this branded pizza product. Candidates A-H ",8
5468,3,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5469,3,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5491,2,Morrisons,NONE,,0.95,"Cluster is Franco Manca brand sourdough pizza with spiced beef meatball, red onion & pecorino (476g). No Morrisons candidate matches this brand, variety, or wei",8
5473,3,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5475,3,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5477,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5477,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5508,3,Tesco,NONE,,0.95,Cluster is Rana brand gnocchi (280g filled with tomato/mozzarella or garlic/mozzarella). No candidate is Rana brand gnocchi. All Tesco candidates are either dif,8
5499,2,Sains,NONE,,0.95,"The cluster is plain mozzarella sticks (240g, 12 pack). No Sainsbury's candidate matches: A is pasta salad, B is sandwich, C is unclear, D is lemongrass, E is s",8
5481,3,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5487,3,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5484,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5486,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5486,2,Sains,NONE,,0.95,"Cluster is garlic & herb ciabatta breadsticks (baked bread product). Candidates A-H are cheese dip, meat slices, chicken products, or black garlic - none match ",8
5518,2,Morrisons,NONE,,0.95,"Cluster contains Garlic & Coriander Naans (375g and 188g packs). No candidate is a Garlic & Coriander Naan product. E is Plain Naans (wrong flavour), G is Chees",8
5490,3,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5494,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5515,2,Tesco,NONE,,0.95,Cluster contains generic 'Cookie Dough Dessert' (ASDA/Sainsbury's own-brand). Tesco candidates A-C are all 'Ready To Bake' or 'Loaded' varieties with specific f,8
5489,3,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5526,2,Morrisons,NONE,,0.99,"Candidate A is a granola cereal bar product, while cluster contains vegan/plant-based tuna products. Different core products entirely.",1
5498,3,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5499,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5507,3,Morrisons,NONE,,0.95,Cluster is Pizza Express brand American/Pepperoni pizza 250g. Candidate A is Morrisons own-brand 10 Thin Pepperoni 300g - different brand (Pizza Express vs Morr,8
5503,3,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5494,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5534,3,Morrisons,A,20052.0,0.85,"The Vegetarian Butcher brand, vegan chicken product, 160g weight. Candidate A appears to be 'What The Cluck' based on the partial text 'Vegan Chic' and matches ",8
5504,3,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5510,3,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5528,2,Sains,NONE,,0.99,"Cluster is Happiee! Plant-Based Shrimpiee 180g. No candidate matches this branded plant-based shrimp product. Candidates A-H are chocolate, apples, pears, mango",8
5513,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5515,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5527,2,Morrisons,NONE,,0.99,"Candidate A is a completely different product - it's a sticky toffee pudding cake, not a vegan chicken fillet. Different brand (We Love Cake vs The Vegetarian B",1
5518,2,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5539,3,Morrisons,NONE,,0.95,"Cluster is The Tofoo Co. Marinated Smoky BBQ Strips 180g (tofu product). No candidate matches: A is Morrisons own-brand cheddar, B is mousse dessert, C is tomat",8
5513,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5520,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5540,3,Morrisons,NONE,,0.95,"Cluster is The Tofoo Co. marinated tofu/tempeh pieces (180g). Candidates A-H are all different products: chicken pieces, peppers, desserts, and pies. No matchin",8
5521,3,Tesco,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5524,3,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5520,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5553,2,Tesco,NONE,,0.99,"Cluster is Starbucks Almond Based Plant-Based Iced Coffee (~220ml). All candidates are either ground coffee, coffee beans, or coffee pods - none match the ready",8
5559,3,Morrisons,NONE,,0.95,"The cluster is Squeaky Bean brand vegan chorizo style sausages. Candidate D is Morrisons own-brand sliced Spanish chorizo, which differs in: brand (Morrisons vs",8
5530,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5542,2,Sains,NONE,,0.95,"Cluster is Better Nature Organic Tempeh 200g. Candidates include butters, eggs, beef, cheese, and vegan slices - none are tempeh or match the core product.",8
5530,2,Sains,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5528,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5564,2,Sains,NONE,,0.99,"The cluster is Ginsters brand frozen/baked slices (vegan creamy garlic mushroom). All Sainsbury's candidates are either sauces, stir-fries, ingredient mixes, or",8
5537,2,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
5536,3,Morrisons,NONE,,0.0,"api_error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request w",8
