supermarket,prices_(£),prices_unit_(£),unit,names,date,category,own_brand,is_truncated,original_name,supermarket_brand,tier_type,tier_keyword,known_brand,pack_quantity,pack_pattern,unit_value,unit_type,abv_percentage,unit_inferred,attributes_types,attributes_keywords,descriptors,core_product_name,normalized_name
Sains,1.0,10.0,kg,Pot Noodle Chilli Chicken Instant Snack 100g,20240413,food_cupboard,False,False,Pot Noodle Chilli Chicken Instant Snack 100g,,,,Pot Noodle,,,100.0,g,,False,,,,Chilli Chicken Instant Snack,chilli chicken instant snack
ASDA,3.6,8.18,kg,ASDA Tender 4 Pork Loin Steaks,20240224,fresh_food,True,False,ASDA Tender 4 Pork Loin Steaks,ASDA,standard,,,,,440.1,g,,True,,,,Tender 4 Pork Loin Steaks,tender 4 pork loin steaks
Sains,1.25,1.3,l,Nexba Naturally Sugar Free Pineapple Soft Drink 1L,20240413,drinks,False,False,Nexba Naturally Sugar Free Pineapple Soft Drink 1L,,,,,,,1000.0,ml,,False,diet,sugar free,{'texture': ['soft']},Nexba Naturally Pineapple Soft Drink,nexba naturally pineapple soft drink
Morrisons,1.5,1.9,kg,Hovis Seeded Batch Bread,20240413,bakery,False,False,Hovis Seeded Batch Bread,,,,Hovis,,,789.5,g,,True,,,{'bakery_type': ['seeded']},Seeded Batch Bread,seeded batch bread
Sains,5.75,7.65,l,Hardys VR Sauvignon Blanc 750ml,20240413,drinks,False,False,Hardys VR Sauvignon Blanc 750ml,,,,Hardys,,,750.0,ml,,False,,,,VR Sauvignon Blanc,vr sauvignon blanc
Morrisons,3.0,30.0,kg,Extra Watermelon Flavour Sugarfree Ch…,20240413,food_cupboard,False,True,Extra Watermelon Flavour Sugarfree Ch…,,,,,,,100.0,g,,True,,,,Extra Watermelon Flavour Sugarfree Ch…,extra watermelon flavour sugarfree ch
ASDA,2.3,4.6,l,Timothy Taylor's Landlord Classic Pale Ale,20240413,drinks,False,False,Timothy Taylor's Landlord Classic Pale Ale,,,,Timothy Taylor'S,,,500.0,ml,,True,,,,Landlord Classic Pale Ale,landlord classic pale ale
Sains,4.0,20.0,kg,Costa Coffee Mocha Italia Signature Blend Ground for Cafetiere & Filter 200g,20240413,food_cupboard,False,False,Costa Coffee Mocha Italia Signature Blend Ground for Cafetiere & Filter 200g,,,,Costa,,,200.0,g,,False,,,{'form': ['ground']},Coffee Mocha Italia Signature Blend Ground for Cafetiere and Filter,coffee mocha italia signature blend ground for cafetiere and filter
Morrisons,2.29,2.29,kg,Allinson Plain Wholemeal Flour,20240413,food_cupboard,False,False,Allinson Plain Wholemeal Flour,,,,Allinson,,,1000.0,g,,True,,,{'bakery_type': ['wholemeal']},Plain Wholemeal Flour,plain wholemeal flour
Morrisons,3.99,11.4,kg,Morrisons Chinese Sweet & Sour Chicken,20240413,fresh_food,True,False,Morrisons Chinese Sweet & Sour Chicken,Morrisons,standard,,,,,350.0,g,,True,,,"{'flavor': ['sweet', 'sour']}",Chinese Sweet and Sour Chicken,chinese sweet and sour chicken
ASDA,0.49,2.04,kg,ASDA Mexican Style Bean Mix in Water,20240308,drinks,True,False,ASDA Mexican Style Bean Mix in Water,ASDA,standard,,,,,240.2,g,,True,,,,Mexican Style Bean Mix in Water,mexican style bean mix in water
Tesco,2.65,11.04,kg,Quorn Tomato & Mozzarella Escalopes 240g,20240413,frozen,False,False,Quorn Tomato & Mozzarella Escalopes 240g,,,,Quorn,,,240.0,g,,False,,,,Tomato and Mozzarella Escalopes,tomato and mozzarella escalopes
Morrisons,1.59,6.36,kg,Crisp 'N' Dry Solid White Vegetable Oil,20240413,fresh_food,False,False,Crisp 'N' Dry Solid White Vegetable Oil,,,,,,,250.0,g,,True,,,{'bakery_type': ['white']},Crisp 'N' Dry Solid White Vegetable Oil,crisp n dry solid white vegetable oil
ASDA,1.75,5.8,kg,Tropics Original Recipe Hot & Spicy Chicken Fry Mix,20240413,food_cupboard,False,False,Tropics Original Recipe Hot & Spicy Chicken Fry Mix,,,,,,,301.7,g,,True,,,"{'flavor': ['spicy', 'hot']}",Tropics Original Recipe Hot and Spicy Chicken Fry Mix,tropics original recipe hot and spicy chicken fry mix
Tesco,3.0,3.0,l,Tesco Low Alcohol Reduced Cal G&T. 4 X 250Ml,20240413,drinks,True,False,Tesco Low Alcohol Reduced Cal G&T. 4 X 250Ml,Tesco,standard,,,4.0,count_x_size,1000.0,ml,,False,alcohol_marker,low alcohol,,Reduced Cal G and T,reduced cal g and t
Tesco,3.0,16.7,kg,Tony's Chocolonely Milk Chocolate Caramel Biscuit 180G,20240413,food_cupboard,False,False,Tony's Chocolonely Milk Chocolate Caramel Biscuit 180G,,,,,,,180.0,g,,False,,,,Tony's Chocolonely Milk Chocolate Caramel Biscuit,tony s chocolonely milk chocolate caramel biscuit
Sains,1.25,3.6,kg,Sainsbury's Arrabiata Sauce 350g (Serves 2),20240413,free-from,True,False,Sainsbury's Arrabiata Sauce 350g (Serves 2),Sainsbury's,standard,,,,,350.0,g,,False,,,,Arrabiata Sauce (Serves 2),arrabiata sauce serves 2
Tesco,1.25,1.25,l,Tesco Coconut Drink 1 Litre,20240413,food_cupboard,True,False,Tesco Coconut Drink 1 Litre,Tesco,standard,,,,,1000.0,ml,,False,,,,Coconut Drink,coconut drink
Sains,1.7,6.8,l,"Red Bull Spiced Pear Energy Drink, the Winter Edition 250ml",20240413,drinks,False,False,"Red Bull Spiced Pear Energy Drink, the Winter Edition 250ml",,,,Red Bull,,,250.0,ml,,False,,,,"Spiced Pear Energy Drink, the Winter Edition",spiced pear energy drink the winter edition
Tesco,3.3,7.8,kg,Tesco Chicken & Bacon Sandwich Filler 423G,20240413,fresh_food,True,False,Tesco Chicken & Bacon Sandwich Filler 423G,Tesco,standard,,,,,423.0,g,,False,,,,Chicken and Bacon Sandwich Filler,chicken and bacon sandwich filler
Tesco,2.25,5.6,l,Cadbury Creme Egg Ice Cream Cones 4X100ml,20240212,frozen,False,False,Cadbury Creme Egg Ice Cream Cones 4X100ml,,,,Cadbury,4.0,count_x_size,400.0,ml,,False,,,,Creme Egg Ice Cream Cones,creme egg ice cream cones
Sains,2.35,7.83,kg,Sainsbury's Watermelon 300g,20240413,fresh_food,True,False,Sainsbury's Watermelon 300g,Sainsbury's,standard,,,,,300.0,g,,False,,,,Watermelon,watermelon
Morrisons,1.99,36.2,kg,Cornish Sea Salt Really Garlicky Seasoning,20240413,food_cupboard,False,False,Cornish Sea Salt Really Garlicky Seasoning,,,,,,,55.0,g,,True,,,,Cornish Sea Salt Really Garlicky Seasoning,cornish sea salt really garlicky seasoning
Morrisons,1.49,4.3,kg,Regal Bakery Mini Madeira Cakes,20240413,food_cupboard,False,False,Regal Bakery Mini Madeira Cakes,,,,Regal,,,346.5,g,,True,,,,Bakery Mini Madeira Cakes,bakery mini madeira cakes
Tesco,0.59,3.28,kg,Batchelors Bigga Marrowfat Processed Peas 300G,20240413,food_cupboard,False,False,Batchelors Bigga Marrowfat Processed Peas 300G,,,,Batchelors,,,300.0,g,,False,,,,Bigga Marrowfat Processed Peas,bigga marrowfat processed peas
Sains,3.25,14.13,kg,Sainsbury's Mini Garlic Pizza Breads x2 230g,20240413,free-from,True,False,Sainsbury's Mini Garlic Pizza Breads x2 230g,Sainsbury's,standard,,,2.0,x_count,230.0,g,,False,,,,Mini Garlic Pizza Breads,mini garlic pizza breads
Sains,1.09,3.2,kg,Sainsbury's Peanut Butter Smooth 340g,20240409,food_cupboard,True,False,Sainsbury's Peanut Butter Smooth 340g,Sainsbury's,standard,,,,,340.0,g,,False,,,{'texture': ['smooth']},Peanut Butter Smooth,peanut butter smooth
ASDA,13.0,13.0,unit,George Home Green Simplicity 28cm Wok,20240405,fresh_food,True,False,George Home Green Simplicity 28cm Wok,George Home,standard,,,,,,,,False,,,,Green Simplicity 28cm Wok,green simplicity 28cm wok
Tesco,1.7,5.7,kg,Tesco Beetroot Salad 300g,20240413,fresh_food,True,False,Tesco Beetroot Salad 300g,Tesco,standard,,,,,300.0,g,,False,,,,Beetroot Salad,beetroot salad
Tesco,0.45,1.0,kg,Hearty Food Co. Curry Sauce 440G,20240413,food_cupboard,True,False,Hearty Food Co. Curry Sauce 440G,,,,,,,440.0,g,,False,,,,Hearty Food Co. Curry Sauce,hearty food co curry sauce
Sains,2.25,1.8,l,Lipton Ice Tea Lemon Flavoured Still Soft Drink 1.25L,20240413,drinks,False,False,Lipton Ice Tea Lemon Flavoured Still Soft Drink 1.25L,,,,Lipton,,,1250.0,ml,,False,,,{'texture': ['soft']},Ice Tea Lemon Flavoured Still Soft Drink,ice tea lemon flavoured still soft drink
ASDA,1.0,1.0,unit,George Home 2L Grip Measuring Jug,20240413,food_cupboard,True,False,George Home 2L Grip Measuring Jug,George Home,standard,,,,,2000.0,ml,,False,,,,Grip Measuring Jug,grip measuring jug
Sains,3.8,10.86,kg,"Sainsbury's Extra Mature Cumbrian Cheddar, Taste the Difference 350g",20240413,fresh_food,True,False,"Sainsbury's Extra Mature Cumbrian Cheddar, Taste the Difference 350g",Sainsbury's,standard,,,,,350.0,g,,False,,,"{'maturity': ['extra mature', 'mature']}","Extra Mature Cumbrian Cheddar, Taste the Difference",extra mature cumbrian cheddar taste the difference
ASDA,2.0,4.0,l,Kopparberg Premium Cider with Raspberry 500ml,20240413,drinks,False,False,Kopparberg Premium Cider with Raspberry 500ml,,,,Kopparberg,,,500.0,ml,,False,,,,Premium Cider with Raspberry,premium cider with raspberry
Tesco,2.25,9.0,kg,Lactofree Spreadable 250G,20240413,fresh_food,False,False,Lactofree Spreadable 250G,,,,,,,250.0,g,,False,,,,Lactofree Spreadable,lactofree spreadable
ASDA,2.0,7.6,kg,Nando's Peri-Peri Medium Quick Marinade,20240413,food_cupboard,False,False,Nando's Peri-Peri Medium Quick Marinade,,,,Nando'S,,,263.2,g,,True,,,{'flavor': ['medium']},Peri-Peri Medium Quick Marinade,peri peri medium quick marinade
Morrisons,11.0,14.63,l,Baron Philippe de Rothsch…,20240412,drinks,False,True,Baron Philippe de Rothsch…,,,,,,,751.9,ml,,True,,,,Baron Philippe de Rothsch…,baron philippe de rothsch
ASDA,2.0,16.0,kg,Ryvita Crackerbread Wholegrain Crackers 125g,20240413,food_cupboard,False,False,Ryvita Crackerbread Wholegrain Crackers 125g,,,,Ryvita,,,125.0,g,,False,,,{'bakery_type': ['wholegrain']},Crackerbread Wholegrain Crackers,crackerbread wholegrain crackers
Morrisons,3.25,0.7,l,Highland Spring Still Water Sports Cap,20240413,drinks,False,False,Highland Spring Still Water Sports Cap,,,,Highland Spring,,,4642.9,ml,,True,,,,Still Water Sports Cap,still water sports cap
Tesco,3.25,8.12,kg,Tesco Macaroni Cheese 400G,20240413,fresh_food,True,False,Tesco Macaroni Cheese 400G,Tesco,standard,,,,,400.0,g,,False,,,,Macaroni Cheese,macaroni cheese
ASDA,2.0,13.3,kg,ASDA Vegetable Bouillon Mix,20240413,food_cupboard,True,False,ASDA Vegetable Bouillon Mix,ASDA,standard,,,,,150.4,g,,True,,,,Vegetable Bouillon Mix,vegetable bouillon mix
Sains,4.5,3.4,l,Get More Vits Vitamin D Sparkling Mango & Passionfruit 4x330ml,20240413,drinks,False,False,Get More Vits Vitamin D Sparkling Mango & Passionfruit 4x330ml,,,,,4.0,count_x_size,1320.0,ml,,False,,,,Get More Vits Vitamin D Sparkling Mango and Passionfruit,get more vits vitamin d sparkling mango and passionfruit
Tesco,2.0,4.9,kg,Tesco Raspberry Trifles 405G (3X135g),20240302,fresh_food,True,False,Tesco Raspberry Trifles 405G (3X135g),Tesco,standard,,,3.0,count_x_size,405.0,g,,False,,,,Raspberry Trifles,raspberry trifles
Morrisons,2.0,4.0,l,Brothers App Solutely Pear Fect Cider,20240413,drinks,False,False,Brothers App Solutely Pear Fect Cider,,,,Brothers,,,500.0,ml,,True,,,,App Solutely Pear Fect Cider,app solutely pear fect cider
ASDA,3.3,19.41,kg,This Isn't Chicken Shawarma 170g,20240413,free-from,False,False,This Isn't Chicken Shawarma 170g,,,,,,,170.0,g,,False,,,,This Isn't Chicken Shawarma,this isn t chicken shawarma
ASDA,1.0,2.47,kg,Branston Baked Beans with Sausages in Tomato Sauce,20240413,food_cupboard,False,False,Branston Baked Beans with Sausages in Tomato Sauce,,,,Branston,,,404.9,g,,True,,,{'cooking_method': ['baked']},Baked Beans with Sausages in Tomato Sauce,baked beans with sausages in tomato sauce
Sains,1.9,29.69,kg,Nissin Cup Noodles 5 Spices Beef Flavour Instant Ramen Style Pot 64g,20240413,food_cupboard,False,False,Nissin Cup Noodles 5 Spices Beef Flavour Instant Ramen Style Pot 64g,,,,Nissin,,,64.0,g,,False,,,,Cup Noodles 5 Spices Beef Flavour Instant Ramen Style Pot,cup noodles 5 spices beef flavour instant ramen style pot
ASDA,1.75,4.6,kg,Fage Strawberry Thick & Smooth Strained Yoghurt,20240413,fresh_food,False,False,Fage Strawberry Thick & Smooth Strained Yoghurt,,,,Fage,,,380.4,g,,True,,,"{'texture': ['smooth', 'thick']}",Strawberry Thick and Smooth Strained Yoghurt,strawberry thick and smooth strained yoghurt
Sains,2.0,6.6,kg,Sainsbury's Cheesy Bean Slices x2 300g,20240413,fresh_food,True,False,Sainsbury's Cheesy Bean Slices x2 300g,Sainsbury's,standard,,,2.0,x_count,300.0,g,,False,,,,Cheesy Bean Slices,cheesy bean slices
Sains,2.0,4.0,kg,SO Organic Broccoli 500g,20240413,free-from,False,False,SO Organic Broccoli 500g,SO Organic,standard,,,,,500.0,g,,False,,,,Broccoli,broccoli
Tesco,2.5,0.42,unit,Cadbury Mini Egg Choc Cakes 6 pack,20240326,bakery,False,False,Cadbury Mini Egg Choc Cakes 6 pack,,,,Cadbury,6.0,count_pack,,,,False,,,,Mini Egg Choc Cakes,mini egg choc cakes
ASDA,1.25,8.3,kg,Lindahls Pro + Kvarg Banoffee Pie,20240413,fresh_food,False,False,Lindahls Pro + Kvarg Banoffee Pie,,,,Lindahls,,,150.6,g,,True,,,,Pro + Kvarg Banoffee Pie,pro kvarg banoffee pie
Sains,2.5,13.5,kg,Sainsbury's Free From Raspberry Butterfly Cakes 185g,20240413,free-from,True,False,Sainsbury's Free From Raspberry Butterfly Cakes 185g,Sainsbury's Free From,dietary,Free From,,,,185.0,g,,False,,,,Raspberry Butterfly Cakes,raspberry butterfly cakes
Sains,0.9,2.3,kg,"Sainsbury's Rice Pudding, Creamed 400g",20240413,food_cupboard,True,False,"Sainsbury's Rice Pudding, Creamed 400g",Sainsbury's,standard,,,,,400.0,g,,False,,,,"Rice Pudding, Creamed",rice pudding creamed
ASDA,2.5,2.5,unit,George Home Red Alphabet Glass Mug - G,20240413,drinks,True,False,George Home Red Alphabet Glass Mug - G,George Home,standard,,,,,,,,False,,,,Red Alphabet Glass Mug - G,red alphabet glass mug g
Sains,0.59,3.3,kg,Sainsbury's Wholegrain Mustard 180g,20240413,food_cupboard,True,False,Sainsbury's Wholegrain Mustard 180g,Sainsbury's,standard,,,,,180.0,g,,False,,,{'bakery_type': ['wholegrain']},Wholegrain Mustard,wholegrain mustard
Tesco,1.49,17.3,kg,Batchelors Cup A Soup Chicken & Leek 4 Pack 86G,20240413,food_cupboard,False,False,Batchelors Cup A Soup Chicken & Leek 4 Pack 86G,,,,Batchelors,4.0,count_pack,86.0,g,,False,,,,Cup A Soup Chicken and Leek,cup a soup chicken and leek
Tesco,4.5,11.25,kg,Tesco Fire Pit 10 Sweet & Smoky Beef Kebabs 400G,20240413,fresh_food,True,False,Tesco Fire Pit 10 Sweet & Smoky Beef Kebabs 400G,Tesco,standard,,,,,400.0,g,,False,,,"{'flavor': ['sweet'], 'cut_meat': ['kebabs']}",Fire Pit 10 Sweet and Smoky Beef Kebabs,fire pit 10 sweet and smoky beef kebabs
Sains,1.8,7.2,l,Bacardi Mango Mojito Premix Rum Cocktail 25cl,20240413,drinks,False,False,Bacardi Mango Mojito Premix Rum Cocktail 25cl,,,,Bacardi,,,250.0,ml,,False,,,,Mango Mojito Premix Rum Cocktail,mango mojito premix rum cocktail
Sains,5.0,10.2,kg,"Sainsbury's Strawberry & Clotted Cream Cake, Taste the Difference 490g",20240222,bakery,True,False,"Sainsbury's Strawberry & Clotted Cream Cake, Taste the Difference 490g",Sainsbury's,standard,,,,,490.0,g,,False,,,,"Strawberry and Clotted Cream Cake, Taste the Difference",strawberry and clotted cream cake taste the difference
Sains,2.64,5.81,kg,Sainsbury's Beef Burgers With Onion x8 454g,20240413,frozen,True,False,Sainsbury's Beef Burgers With Onion x8 454g,Sainsbury's,standard,,,8.0,x_count,454.0,g,,False,,,{'cut_meat': ['burgers']},Beef Burgers With Onion,beef burgers with onion
Sains,4.4,33.3,kg,"Starbucks by Nescafe Dolce Gusto Madagascar Vanilla Macchiato Coffee Pods, 12 Pods Per Box",20240201,drinks,False,False,"Starbucks by Nescafe Dolce Gusto Madagascar Vanilla Macchiato Coffee Pods, 12 Pods Per Box",,,,Starbucks,12.0,bag_count,132.1,g,,True,,,,"by Nescafe Dolce Gusto Madagascar Vanilla Macchiato Coffee Pods, Per Box",by nescafe dolce gusto madagascar vanilla macchiato coffee pods per box
Tesco,10.0,4.0,l,All Shook Up Mixed Sharing Pack Cocktail Cans 10x250ml,20240413,drinks,False,False,All Shook Up Mixed Sharing Pack Cocktail Cans 10x250ml,,,,,10.0,count_x_size,2500.0,ml,,False,,,{'packaging': ['cans']},All Shook Up Mixed Sharing Pack Cocktail Cans,all shook up mixed sharing pack cocktail cans
Sains,3.0,10.0,kg,Sainsbury's White Red & Black Quinoa 300g,20240413,food_cupboard,True,False,Sainsbury's White Red & Black Quinoa 300g,Sainsbury's,standard,,,,,300.0,g,,False,,,{'bakery_type': ['white']},White Red and Black Quinoa,white red and black quinoa
ASDA,1.0,28.6,kg,Muscle Moose The Dinky Protein Bar Chocolate Donut Flavour,20240413,food_cupboard,False,False,Muscle Moose The Dinky Protein Bar Chocolate Donut Flavour,,,,,,,35.0,g,,True,,,,Muscle Moose The Dinky Protein Bar Chocolate Donut Flavour,muscle moose the dinky protein bar chocolate donut flavour
Tesco,2.0,2.0,kg,Tesco Marmalade Oranges Pack 1Kg,20240130,fresh_food,True,False,Tesco Marmalade Oranges Pack 1Kg,Tesco,standard,,,,,1000.0,g,,False,,,,Marmalade Oranges Pack,marmalade oranges pack
Tesco,4.0,10.0,kg,The Gym Kitchen Piri Piri Chicken 400G,20240413,fresh_food,False,False,The Gym Kitchen Piri Piri Chicken 400G,,,,,,,400.0,g,,False,,,,The Gym Kitchen Piri Piri Chicken,the gym kitchen piri piri chicken
Morrisons,1.75,17.5,kg,Dr. Oetker Dark Chocolate Bar,20240413,food_cupboard,False,False,Dr. Oetker Dark Chocolate Bar,,,,Dr. Oetker,,,100.0,g,,True,,,,Dark Chocolate Bar,dark chocolate bar
Morrisons,4.5,9.0,l,Baskin Robbins Cool Mint Cookie Ice Cream,20240413,frozen,False,False,Baskin Robbins Cool Mint Cookie Ice Cream,,,,,,,500.0,ml,,True,,,,Baskin Robbins Cool Mint Cookie Ice Cream,baskin robbins cool mint cookie ice cream
Morrisons,7.25,29.0,kg,Illy Espresso Ground Coffee,20240413,food_cupboard,False,False,Illy Espresso Ground Coffee,,,,Illy,,,250.0,g,,True,,,{'form': ['ground']},Espresso Ground Coffee,espresso ground coffee
Tesco,2.25,4.96,kg,Tesco Plant Chef 8 Meat Free Burgers 454G,20240413,frozen,True,False,Tesco Plant Chef 8 Meat Free Burgers 454G,Tesco Plant Chef,dietary,Plant Chef,,,,454.0,g,,False,,,{'cut_meat': ['burgers']},8 Meat Free Burgers,8 meat free burgers
ASDA,1.4,6.36,kg,Ben's Original Pilau Microwave Rice,20240413,food_cupboard,False,False,Ben's Original Pilau Microwave Rice,,,,Ben'S Original,,,220.1,g,,True,,,,Pilau Microwave Rice,pilau microwave rice
ASDA,2.5,0.42,unit,ASDA Extra Special 6 All-Butter Pastry Cases,20240413,food_cupboard,True,False,ASDA Extra Special 6 All-Butter Pastry Cases,ASDA Extra Special,premium,Extra Special,,,,,,,False,,,,6 All-Butter Pastry Cases,6 all butter pastry cases
Tesco,6.25,4.74,l,Brewdog Punk Ipa 4X330ml,20240413,drinks,False,False,Brewdog Punk Ipa 4X330ml,,,,Brewdog,4.0,count_x_size,1320.0,ml,,False,,,,Punk Ipa,punk ipa
Sains,16.5,23.57,l,Kahlua Coffee Liqueur 70cl,20240413,drinks,False,False,Kahlua Coffee Liqueur 70cl,,,,Kahlua,,,700.0,ml,,False,,,,Coffee Liqueur,coffee liqueur
ASDA,4.5,18.0,kg,The Lions Kingdom 2 Ostrich Sous-Vide Steaks 250g,20240413,frozen,False,False,The Lions Kingdom 2 Ostrich Sous-Vide Steaks 250g,,,,,,,250.0,g,,False,,,,The Lions Kingdom 2 Ostrich Sous-Vide Steaks,the lions kingdom 2 ostrich sous vide steaks
Sains,1.3,16.3,kg,Sainsbury's Sweet & Smoky BBQ Chicken Breast Chunks 80g,20240329,fresh_food,True,False,Sainsbury's Sweet & Smoky BBQ Chicken Breast Chunks 80g,Sainsbury's,standard,,,,,80.0,g,,False,,,"{'cooking_method': ['bbq'], 'flavor': ['sweet'], 'cut_meat': ['breast']}",Sweet and Smoky BBQ Chicken Breast Chunks,sweet and smoky bbq chicken breast chunks
Tesco,2.15,15.1,l,Tropical Sun Jamaican Scotch Bonnet Pepper Sauce 142ml,20240413,food_cupboard,False,False,Tropical Sun Jamaican Scotch Bonnet Pepper Sauce 142ml,,,,,,,142.0,ml,,False,,,,Tropical Sun Jamaican Scotch Bonnet Pepper Sauce,tropical sun jamaican scotch bonnet pepper sauce
Sains,1.0,22.2,kg,Walkers Less Salt Mild Cheese & Onion Crisps 45g,20240413,food_cupboard,False,False,Walkers Less Salt Mild Cheese & Onion Crisps 45g,,,,Walkers,,,45.0,g,,False,,,"{'flavor': ['mild'], 'maturity': ['mild']}",Less Salt Mild Cheese and Onion Crisps,less salt mild cheese and onion crisps
Morrisons,4.49,5.97,l,Radacini Blanc De Noirs,20240413,drinks,False,False,Radacini Blanc De Noirs,,,,,,,752.1,ml,,True,,,,Radacini Blanc De Noirs,radacini blanc de noirs
ASDA,2.5,2.5,unit,George Home Blue Bubble Hi-Ball Glass,20240413,drinks,True,False,George Home Blue Bubble Hi-Ball Glass,George Home,standard,,,,,,,,False,,,,Blue Bubble Hi-Ball Glass,blue bubble hi ball glass
Sains,12.0,23.4,kg,KitKat Caramel Cookie Collision Incredible Giant Easter Egg 512.7g,20240330,free-from,False,False,KitKat Caramel Cookie Collision Incredible Giant Easter Egg 512.7g,,,,Kitkat,,,512.7,g,,False,,,,Caramel Cookie Collision Incredible Giant Easter Egg,caramel cookie collision incredible giant easter egg
ASDA,1.9,12.7,kg,Jacob's Savours Thins Sour Cream & Chive Crackers 150g,20240413,food_cupboard,False,False,Jacob's Savours Thins Sour Cream & Chive Crackers 150g,,,,Jacob'S,,,150.0,g,,False,,,{'flavor': ['sour']},Savours Thins Sour Cream and Chive Crackers,savours thins sour cream and chive crackers
ASDA,1.75,5.47,kg,Chicago Town Tiger Crust Double Pepperoni Pizza,20240413,frozen,True,False,Chicago Town Tiger Crust Double Pepperoni Pizza,,,,Chicago Town,,,319.9,g,,True,,,,Tiger Crust Double Pepperoni Pizza,tiger crust double pepperoni pizza
Morrisons,4.0,10.7,kg,Guylian The Original Seashells Chocolate Box,20240201,food_cupboard,False,False,Guylian The Original Seashells Chocolate Box,,,,,,,373.8,g,,True,,,,Guylian The Original Seashells Chocolate Box,guylian the original seashells chocolate box
Morrisons,0.99,0.99,kg,Morrisons Mixed Vegetables,20240406,frozen,True,False,Morrisons Mixed Vegetables,Morrisons,standard,,,,,1000.0,g,,True,,,,Mixed Vegetables,mixed vegetables
ASDA,0.99,10.0,kg,Indus Garlic Powder,20240413,food_cupboard,False,False,Indus Garlic Powder,,,,,,,99.0,g,,True,,,{'form': ['powder']},Indus Garlic Powder,indus garlic powder
Morrisons,4.25,2.1,l,Flora Pure Sunflower Oil with Vitamin E,20240413,food_cupboard,False,False,Flora Pure Sunflower Oil with Vitamin E,,,,Flora,,,2023.8,ml,,True,,,,Pure Sunflower Oil with Vitamin E,pure sunflower oil with vitamin e
Tesco,6.5,26.0,kg,Guylian Seashells Boxed Chocolates 250G,20240413,food_cupboard,False,False,Guylian Seashells Boxed Chocolates 250G,,,,,,,250.0,g,,False,,,,Guylian Seashells Boxed Chocolates,guylian seashells boxed chocolates
ASDA,1.7,0.17,unit,ASDA Ice Cream Choc Sticks,20240109,frozen,True,False,ASDA Ice Cream Choc Sticks,ASDA,standard,,,,,,,,False,,,,Ice Cream Choc Sticks,ice cream choc sticks
Sains,1.75,7.61,kg,Mr Kipling Battenberg Cake 230g,20240413,bakery,False,False,Mr Kipling Battenberg Cake 230g,,,,Mr Kipling,,,230.0,g,,False,,,,Battenberg Cake,battenberg cake
Morrisons,1.79,1.79,unit,Irwin's Together Cinnamon…,20240219,bakery,False,True,Irwin's Together Cinnamon…,,,,,,,,,,False,,,,Irwin's Together Cinnamon…,irwin s together cinnamon
Morrisons,0.95,0.95,unit,Morrisons Loose Pomegranate,20240320,fresh_food,True,False,Morrisons Loose Pomegranate,Morrisons,standard,,,,,,,,False,,,{'packaging': ['loose']},Loose Pomegranate,loose pomegranate
Tesco,1.9,10.0,l,Blue Dragon Rich Hoisin Sauce 190Ml,20240413,food_cupboard,False,False,Blue Dragon Rich Hoisin Sauce 190Ml,,,,Blue Dragon,,,190.0,ml,,False,,,,Rich Hoisin Sauce,rich hoisin sauce
ASDA,1.95,13.9,kg,Olly's Pretzels Thins Sour Cream & Onion Pretzel Thins,20240413,food_cupboard,False,False,Olly's Pretzels Thins Sour Cream & Onion Pretzel Thins,,,,,,,140.3,g,,True,,,{'flavor': ['sour']},Olly's Pretzels Thins Sour Cream and Onion Pretzel Thins,olly s pretzels thins sour cream and onion pretzel thins
ASDA,0.45,3.0,kg,ASDA Grated Carrot,20240413,fresh_food,True,False,ASDA Grated Carrot,ASDA,standard,,,,,150.0,g,,True,,,{'form': ['grated']},Grated Carrot,grated carrot
Morrisons,1.0,12.5,kg,Lindt Milk Chocolate Mini Eggs Bag,20240403,food_cupboard,False,False,Lindt Milk Chocolate Mini Eggs Bag,,,,Lindt,,,80.0,g,,True,,,,Milk Chocolate Mini Eggs Bag,milk chocolate mini eggs bag
Tesco,5.75,14.4,kg,Milo Instant Malt Chocolate Drinking Powder Tin Ghanaian 400g,20240413,food_cupboard,False,False,Milo Instant Malt Chocolate Drinking Powder Tin Ghanaian 400g,,,,Milo,,,400.0,g,,False,,,"{'form': ['powder'], 'packaging': ['tin']}",Instant Malt Chocolate Drinking Powder Tin Ghanaian,instant malt chocolate drinking powder tin ghanaian
Sains,1.1,3.7,kg,Sainsbury's Deli-Style Traditional Coleslaw 300g,20240413,fresh_food,True,False,Sainsbury's Deli-Style Traditional Coleslaw 300g,Sainsbury's,standard,,,,,300.0,g,,False,,,,Deli-Style Traditional Coleslaw,deli style traditional coleslaw
ASDA,1.95,10.8,kg,Ginsters Chicken & Bacon Pasty,20240413,fresh_food,False,False,Ginsters Chicken & Bacon Pasty,,,,Ginsters,,,180.6,g,,True,,,,Chicken and Bacon Pasty,chicken and bacon pasty
ASDA,2.5,2.5,unit,George Home Smoked Cappuccino Mug,20240413,drinks,True,False,George Home Smoked Cappuccino Mug,George Home,standard,,,,,,,,False,,,{'cooking_method': ['smoked']},Smoked Cappuccino Mug,smoked cappuccino mug
Sains,1.0,4.0,l,Ssh! Indulgent Pot Au Choc Milkshake 250ml,20240315,fresh_food,False,False,Ssh! Indulgent Pot Au Choc Milkshake 250ml,,,,,,,250.0,ml,,False,,,,Ssh! Indulgent Pot Au Choc Milkshake,ssh indulgent pot au choc milkshake
