cluster_id,same_sku,reason,cluster_size,supermarkets,risk_bucket,flags,titles_preview
11171,True,"Same branded product, variant and comparable pack size",2,Morrisons|Tesco,clean,,Loyd Grossman Bolognese Original || Loyd Grossman Bolognese Original 350G
154,True,Same branded product and variant across retailers,3,ASDA|Sains|Tesco,weak_heuristic|probe_fail,cross_category|multi_core_product_name,"Twinings Soothing Camomile & Honey 20 Tea Bags || Twinings Camomile & Honey Tea, 20 Tea Bags || Twinings Camomile & Honey 20 Tea Bags 30G"
1628,True,Same branded product and variant across retailers,3,ASDA|Morrisons|Sains,weak_heuristic,multi_core_product_name,Maryland Cookies Double Chocolate Cookies || Maryland Cookies Double Chocolate || Maryland Cookies Double Chocolate 200g
2960,True,"Same branded product and variant, minor naming differences",2,ASDA|Tesco,weak_heuristic,multi_core_product_name,Chicago Town Crispy Chicago Thin Sausage 'N' Pepperoni || Chicago Town Crispy Thin Sausage & Pepperoni Pizza 431G
15103,True,"Same branded product, pack size and variant",2,Sains|Tesco,clean,,Reese's Peanut Butter Cups x2 42g || Reese's Peanut Butter Cups 2 Pack 42G
3886,True,"Same branded product and variant, minor naming differences",2,ASDA|Tesco,weak_heuristic,multi_core_product_name,FUEL10K High Fibre Chocolate Breakfast Oat Drink || Fuel 10K Chocolate Oat Fibre Breakfast Drink 330Ml
11238,False,Different pack sizes (5x27g vs 6x20g) not comparable,4,ASDA|Morrisons|Sains|Tesco,weak_heuristic,multi_core_product_name,Kellogg's Special K Milk Chocolate Bars || Kellogg's Special K Milk Chocolate Snack Bars || Kellogg's Special K Bar Milk Chocolate 5x27g || Kellogg's Special K Milk Chocolate Bars 6X20g
1376,True,Same branded product and variant across retailers,4,ASDA|Morrisons|Sains|Tesco,weak_heuristic,multi_core_product_name,Tilda Classics Golden Vegetable Rice || Tilda Microwave Golden Vegetable Long Grain Rice || Tilda Microwave Rice Classics Golden Vegetable 250g || Tilda Microwave Golden Vegetable Rice 250G
91,False,Different Starbucks espresso variants (Verona vs Sumatra),2,ASDA|Tesco,weak_heuristic,multi_core_product_name,Starbucks By Nespresso Caffe Verona Espresso Coffee Pods 10 Capsules || Starbucks by Nespresso Single-Origin Sumatra Espresso Coffee Pods x10 
1154,True,Same branded product and variant across retailers,4,ASDA|Morrisons|Sains|Tesco,clean,,Betty Crocker Vanilla Buttercream Style Icing || Betty Crocker Vanilla Buttercream Style Icing || Betty Crocker Vanilla Buttercream Style Icing 400g || Betty Crocker Vanilla Buttercream Style Icing 400G
12724,True,"Own-brand beef mince, same tier and pack size equivalents",3,Morrisons|Sains|Tesco,weak_heuristic,multi_core_product_name,Morrisons Lean Beef Mince 5% Fat || Sainsbury's 5% Fat Beef Mince 500g || Tesco Lean Beef Steak Mince 5 % Fat 500G
13637,True,Same branded product and variant across retailers,2,Morrisons|Sains,weak_heuristic|probe_fail,cross_category|multi_core_product_name,Mackie's Strawberry Swirl Real Dairy Ice Cream || Mackie's of Scotland Strawberry Swirl Real Dairy Ice Cream 1L
1530,True,Same branded product and variant across retailers,3,ASDA|Morrisons|Sains,weak_heuristic,multi_core_product_name,Carr's Crackers Selection 200g || Carr's Crackers Selection || Carr's Cracker Selection 200g
16350,True,Same branded product and variant across retailers,2,Sains|Tesco,weak_heuristic,multi_core_product_name,The London Essence Co. Raspberry & Rose Crafted Soda 500ml || London Essence Raspberry & Rose Soda 500Ml
14978,True,"Same branded product, variant and pack size",2,Sains|Tesco,weak_heuristic|probe_fail,cross_category|multi_core_product_name,Lavazza A Modo Mio Lungo Dolce Coffee Capsules x16 || Lavazza A Modo Mio Lungo Dolce Coffee 16 Capsules
2178,True,Same branded product and variant across retailers,2,ASDA|Morrisons,weak_heuristic|probe_fail,cross_category|multi_core_product_name,BEAR Fruit Yoyos Apple Multipack || BEAR Yoyos Apple Multipack
2076,True,Same branded product and variant across retailers,3,ASDA|Morrisons|Sains,weak_heuristic|probe_fail,cross_category|multi_core_product_name,Soreen Strawberry Lunchbox Loaves Snack Bars || Soreen Strawberry Lunchbox Loaves || Soreen Strawberry Lunchbox Loaves 5x30g
7044,True,"Own-brand beef hotpot, same tier and pack size equivalents",4,ASDA|Morrisons|Sains|Tesco,weak_heuristic|probe_fail,cross_category|multi_core_product_name,ASDA Meal For One Minced Beef Hotpot 400g || Morrisons Beef Hotpot || Sainsbury's Beef Hotpot 400g (Serves 1) || Tesco Minced Beef Hotpot 400G
2855,True,Same branded product and variant across retailers,2,ASDA|Sains,weak_heuristic|probe_fail,cross_category|multi_core_product_name,Quorn Vegetarian Chicken Fillets || Quorn Vegetarian Chicken Style Fillets 312g
14286,True,"Same branded product and variant, comparable pack size",2,Sains|Tesco,weak_heuristic,multi_core_product_name,Nakd Cocoa Orange Fruit & Nut Bars 4x35g || Nakd Cocoa Orange Bars 4 Pack 140G
11860,True,"Identical branded product, same variant and pack size across retailers",3,Morrisons|Sains|Tesco,weak_heuristic|probe_fail,cross_category|multi_core_product_name,Tetley Original Tea Bags 600's || Tetley Original Tea Bags x600 1.875kg || Tetley Original Tea Bags 600 Pack 1.875Kg
11769,False,"Different own-brand products (Morrisons vs Tesco), not equivalent tier products",2,Morrisons|Tesco,weak_heuristic,multi_core_product_name,Morrisons Mini Jazzies Cake Decorations || Tesco Mini Jazzies 55G
6219,True,"Identical branded product, same variant across retailers",2,ASDA|Tesco,weak_heuristic,multi_core_product_name,Warburtons White Milk Roll Bread || Warburtons Milk Roll Sliced White Bread 400G
2967,True,"Same core own-brand product (stuffed crust cheese pizza), comparable pack sizes",3,ASDA|Morrisons|Tesco,weak_heuristic,multi_core_product_name,ASDA Takeaway Stuffed Crust Cheese Feast Pizza || Morrisons Cheese Feast Stuffed Crust Pizza || Tesco Stuffed Crust Cheese Pizza 431G
9721,False,Different own-brand tiers (Morrisons Best vs Tesco Finest premium lines),2,Morrisons|Tesco,weak_heuristic,multi_core_product_name,Morrisons The Best Topside Beef || Tesco Finest Charred Topside Beef 90G
7748,True,Identical branded wine product and variant across retailers,2,ASDA|Tesco,weak_heuristic,multi_core_product_name,Barefoot Jammy Red || Barefoot Jammy Red Wine 750Ml
16027,True,"Identical branded wine product and variant, same volume",2,Sains|Tesco,weak_heuristic,multi_core_product_name,Campo Viejo Winemakers Blend Red Wine 75cl || Campo Viejo Winemakers Blend 750Ml
12183,False,Different branded prosecco products (Sorso vs Soffio),2,Morrisons|Tesco,weak_heuristic,multi_core_product_name,Sorso Prosecco Spumante || Soffio Prosecco Spumante 75Cl
7851,True,Identical branded rice product across retailers,2,ASDA|Tesco,clean,,Salaam Basmati Rice || Salaam Basmati Rice 5Kg
7836,True,Identical branded product across retailers,2,ASDA|Morrisons,clean,,Melis Pickled Jalapeno Pepper Slices || Melis Pickled Jalapeno Pepper Slices
2367,True,Identical branded whisky product and variant across all retailers,4,ASDA|Morrisons|Sains|Tesco,weak_heuristic,multi_core_product_name,Monkey Shoulder Blended Malt Scotch Whisky || Monkey Shoulder Blended Malt Whisky || Monkey Shoulder Blended Malt Scotch Whisky 70cl || Monkey Shoulder Blended Malt Scotch Whisky 70cl
9740,True,"Same core own-brand product (Gouda slices), same tier, comparable pack size",3,Morrisons|Sains|Tesco,weak_heuristic,multi_core_product_name,Morrisons Gouda Slices || Sainsbury's Gouda Cheese Slices 250g || Tesco Gouda Slices 250G
7422,True,Identical branded chocolate product and variant across retailers,3,ASDA|Morrisons|Sains,weak_heuristic,multi_core_product_name,Lindt EXCELLENCE Caramel Sea Salt Dark Chocolate Sharing Bar || Lindt Excellence Dark Caramel & Sea Salt || Lindt Excellence Dark Caramel and Sea Salt Chocolate Bar 100g
13202,False,Different variants of same brand (Original vs Pink Cranberry),2,Morrisons|Sains,weak_heuristic,multi_core_product_name,Ocean Spray Cranberry Original || Ocean Spray Pink Cranberry 1 Litre
15711,True,Identical branded spread product and variant across retailers,2,Sains|Tesco,weak_heuristic,multi_core_product_name,Bonne Maman Crunchy Hazelnut Chocolate Spread 250g || Bonne Maman Crunchy Hazelnut Chocolate 250g
4373,True,Identical branded tuna product and variant across retailers,2,ASDA|Morrisons,clean,,John West Infusions Tuna Sundried Tomato || John West Infusions Tuna Sundried Tomato (80g)
16765,True,"Same core own-brand product (large garlic), comparable pack",2,Sains|Tesco,weak_heuristic,multi_core_product_name,Sainsbury's Large Garlic || Tesco Garlic Large
6062,True,"Same core own-brand product (cherry bakewells), same pack size",2,ASDA|Sains,weak_heuristic,multi_core_product_name,The BAKERY at ASDA 6 Cherry Bakewells || Sainsbury's Cherry Bakewells Cake Tarts x6
15011,True,"Identical branded crisps product and variant, same pack size",2,Sains|Tesco,weak_heuristic,multi_core_product_name,Doritos Cool Grab Original Tortilla Chip Crisps 48g || Doritos Tortilla Chips Cool Original Grab Bag Crisps 48g
12275,True,"Identical branded beer product and variant, same pack size",2,Morrisons|Sains,clean,,Corona Extra Premium Lager Beer bottles || Corona Extra Premium Lager Beer bottles 4x330ml
5156,True,"Same branded product, variant and pack size",2,ASDA|Sains,weak_heuristic|probe_fail,cross_category,Marmite Oven Baked Peanuts || Marmite Oven Baked Peanuts 190g
4110,True,Same branded product and variant across retailers,2,ASDA|Sains,weak_heuristic|probe_fail,cross_category,Violife Cheddarton Cheddar Cheese Alternative || Violife Cheddarton Cheddar Cheese Alternative
1970,False,Ready to Eat vs Instant Dessert are different variants,2,ASDA|Morrisons,weak_heuristic,multi_core_product_name|struct_unit_value_15pct,Angel Delight Strawberry Flavour Ready to Eat Dessert Pot || Angel Delight Strawberry Flavour Instant Dessert
5798,True,"Same branded product, variant and comparable pack size (8 cubes)",4,ASDA|Morrisons|Sains|Tesco,weak_heuristic|probe_fail,cross_category,Kallo Organic Vegetable Stock Cubes || Kallo Organic Vegetable Stock Cubes 8s || Kallo Organic Vegetable Stock Cubes 8x11g || Kallo Organic Vegetable Stock Cubes 8Pk 88G
328,False,Royal Icing Sugar vs Demerara Sugar are different variants,3,ASDA|Morrisons|Tesco,weak_heuristic|probe_fail,cross_category|multi_core_product_name,Silver Spoon Royal Icing Sugar 500g || Silver Spoon Demerara Sugar || Silver Spoon Royal Icing Sugar 500G
1665,True,"Own-brand equivalents, same core product and tier",2,ASDA|Morrisons,clean,,JUST ESSENTIALS by ASDA Caramel Wafers || Morrisons Savers Caramel Wafers
16563,True,Same branded product and variant (Teriyaki Tofu),2,Sains|Tesco,weak_heuristic|probe_fail,cross_category|multi_core_product_name,The Tofoo Co. Teriyaki Tofu 280g || The Tofoo Co. Organic Tofu Teriyaki 280G
629,True,"Same branded product, variant and pack size across retailers",3,ASDA|Sains|Tesco,weak_heuristic,multi_core_product_name,Petits Filous No Added Sugar Strawberry & Banana Fromage Frais 6 x 47g || Petits Filous No Added Sugar Strawberry & Banana Fromage Frais 6x47g || Petits Filous No Added Sugar Strawberry Banana Fromage Frais 6 X 47G
5777,True,"Same branded product and variant, comparable pack size",4,ASDA|Morrisons|Sains|Tesco,weak_heuristic|probe_fail,cross_category,Blue Dragon Coconut Milk || Blue Dragon Coconut Milk || Blue Dragon Coconut Milk 400ml || Blue Dragon Coconut Milk 400Ml
562,False,Tropicana Pure Smooth vs Tropicana Original are different variants,4,ASDA|Morrisons|Sains|Tesco,weak_heuristic|probe_fail,cross_category|multi_core_product_name,Tropicana Pure Smooth Orange Fruit Juice || Tropicana Pure Smooth Orange Fruit Juice || Tropicana Pure Smooth Orange Fruit Juice 300ml || Tropicana Orange Juice Original 300 Ml
15238,False,Different own-brand products from different retailers,2,Sains|Tesco,weak_heuristic,multi_core_product_name,"Sainsbury's Mango, SO Organic 100g || Tesco Organic Dried Mango 100G"
789,True,"Same branded product, variant and pack size",3,ASDA|Sains|Tesco,weak_heuristic|probe_fail,cross_category,Pepsi Max Lime No Sugar Cola Bottle || Pepsi Max Lime No Sugar Cola Bottle 500ml || Pepsi Max Lime No Sugar Cola Bottle 500ml
6732,True,Same branded product and variant,2,ASDA|Sains,weak_heuristic|probe_fail,multi_core_product_name|struct_known_brand_disagree,Ben's Original Sweet and Sour Original No Added Sugar Sauce || Bens Original Sweet and Sour No Added Sugar Sauce 440g
8506,False,Different premium own-brand tiers (Extra Special vs Finest),2,ASDA|Tesco,clean,,ASDA Extra Special 6 Chicken Sausages 340g || Tesco Finest 6 Chicken Sausages 340g
15030,True,Same branded product and variant,2,Sains|Tesco,weak_heuristic,multi_core_product_name,Bear Giant Yoyos Strawberry & Mango 5x20g || Bear Giant Yoyo Strawberry & Mango 5 X 20G
10591,True,Same branded product and variant,2,Morrisons|Sains,weak_heuristic,multi_core_product_name,Napolina Peeled Plum Tomatoes in a… || Napolina Peeled Plum Tomatoes 400g
16492,True,Same branded product and variant across retailers,3,ASDA|Sains|Tesco,weak_heuristic|probe_fail,cross_category|multi_core_product_name,Higgidy Cheddar and Onion Chutney Veggie Rolls || Higgidy Cheddar & Onion Chutney Veggie Rolls 160g || Higgidy Cheddar & Onion Veggie Rolls 160G
7566,True,"Same branded product and variant, comparable pack size",3,ASDA|Sains|Tesco,weak_heuristic,multi_core_product_name,Highland Spring Sparkling Spring Water || Highland Spring Sparkling Spring Water 8x500ml || Highland Spring Sparkling Water 8X500ml
6888,False,Different premium own-brand tiers (Extra Special vs The Best),2,ASDA|Morrisons,weak_heuristic,multi_core_product_name,ASDA Extra Special Whole Kalamata Olives || Morrisons The Best Whole Kalamata (210g)
8670,True,Same branded product and variant,3,ASDA|Sains|Tesco,weak_heuristic,multi_core_product_name,Lindt Lindor Milk Chocolate Easter Egg with Milk Truffles || Lindt Milk Chocolate Egg with Lindor Assorted Truffles 260g || Lindt Milk Chocolate Egg With Lindor Assorted Truffles 260G
6719,True,"Same branded product, same variant across retailers",3,ASDA|Morrisons|Tesco,weak_heuristic|probe_fail,struct_known_brand_disagree,Sharwood's Plum Sauce || Sharwood's Plum Sauce || Sharwoods Plum Sauce 300G
3182,True,"Own-brand chopped coriander, same tier and comparable pack size",2,ASDA|Morrisons,clean,,ASDA Chopped Coriander 75g || Morrisons Chopped Coriander
3757,True,"Same branded product, same variant across retailers",2,ASDA|Sains,weak_heuristic,multi_core_product_name,Kellogg's Krave Chocolate Hazelnut Breakfast || Kellogg's Krave Chocolate Hazelnut Cereal 410g
9390,False,Different product names (Totally Toffee vs Sticky Toffee),2,Morrisons|Sains,weak_heuristic,multi_core_product_name,We Love Cake Totally Toffee Sticky Toffee Slices || We Love Cake Sticky Toffee Slices x4 158g
9032,True,"Same branded product, same variant and multipack format",2,ASDA|Morrisons,weak_heuristic,multi_core_product_name,Galaxy Triple Treat Fruit & Nut Multipack Chocolate Bar Snack 4x || Galaxy Triple Treat Fruit & Nut Milk Ch…
12281,True,"Same branded product, same variant across retailers",2,Morrisons|Sains,weak_heuristic|probe_fail,struct_known_brand_disagree,Fever-Tree Pink Grapefruit Soda || Fever Tree Pink Grapefruit Soda 500ml
5844,False,Different variants (regular vs no added sugar),2,ASDA|Sains,weak_heuristic|probe_fail,cross_category|multi_core_product_name,Hartley's Jelly Raspberry Flavour || Hartley's No Added Sugar Raspberry Jelly Pot Multipack 6x115g
9001,False,"Tesco product is Less Salt variant, others are standard",4,ASDA|Morrisons|Sains|Tesco,weak_heuristic|probe_fail,cross_category|multi_core_product_name,Pringles Sour Cream & Onion Multigrain || Pringles Multigrain Sour Cream & Onion || Pringles Multigrain Sour Cream & Onion Sharing Crisps 166g || Pringles Less Salt Multigrain Sour Cream & Onion 166G
1162,True,"Same branded product, same variant across retailers",4,ASDA|Morrisons|Sains|Tesco,weak_heuristic,multi_core_product_name,Betty Crocker Tempting Chocolate Icing || Betty Crocker Milk Chocolate Icing || Betty Crocker Tempting Chocolate Icing 400g || Betty Crocker Tempting Chocolate Icing 400G
12078,False,Different beer variants (Oak Aged vs Original),2,Morrisons|Sains,weak_heuristic,multi_core_product_name,Innis & Gunn Oak Aged Beer Bottle || Innis & Gunn Original Beer 330ml
4315,False,"Different bean types (black, cannellini, haricot)",4,ASDA|Morrisons|Sains|Tesco,weak_heuristic|probe_fail,multi_core_product_name,ASDA Black Beans in Water 400g || Morrisons Cannellini Beans In Water (400g) || Sainsbury's Black Beans in Water 400g || Tesco Haricot Beans In Water 400G
16200,True,"Same branded product, same variant and pod count",2,Sains|Tesco,weak_heuristic|probe_fail,cross_category|multi_core_product_name,Nescafe Dolce Gusto Plant-based Flat White Coconut Pods x12 Per Box || Nescafe Dolce Gusto Plant-based Flat White Coconut Coffee Pods x12 116
10236,True,"Own-brand duck spring rolls, same core product and comparable pack size",2,Morrisons|Sains,weak_heuristic,multi_core_product_name,Morrisons Duck Spring Rolls || Sainsbury's Duck Spring Roll x4 200g
2706,True,Same branded wine product across retailers,2,ASDA|Morrisons,clean,,The Shy Pig Blush 75cl || The Shy Pig Blush
8573,False,"ASDA product is clotted cream, others are clotted cream ice cream",4,ASDA|Morrisons|Sains|Tesco,weak_heuristic|probe_fail,cross_category|multi_core_product_name,Kelly's Cornish Clotted Cream || Kelly's Cornish Clotted Ice Cream || Kelly's Cornish Clotted Ice Cream 950ml || Kelly's Cornish Clotted Cream Ice Cream 950Ml
12513,False,"Different own-brand tiers (Extra Special, The Best, Finest)",3,ASDA|Morrisons|Tesco,weak_heuristic,multi_core_product_name,ASDA Extra Special 6 Sourdough Crumpets || Morrisons The Best Crumpets with Sourdough || Tesco Finest 6 Sourdough Crumpets
2440,True,"Same branded product, same variant across retailers",3,ASDA|Morrisons|Tesco,weak_heuristic,multi_core_product_name,Malibu Strawberry Flavoured Rum || Malibu Strawberry Flavoured Rum || Malibu Strawberry Flavour Rum Liqueur 700Ml
9951,True,"Same branded product, same variant across retailers",3,Morrisons|Sains|Tesco,weak_heuristic|probe_fail,cross_category|multi_core_product_name,Lindahls Protein Pudding Salted Caramel || Lindahls Protein Pudding Salted Caramel 140g || Lindahls Salted Caramel Protein Pudding 140G
12403,False,Different whisky brands (Smokehead vs Glen Keith),2,Morrisons|Tesco,weak_heuristic,multi_core_product_name,Smokehead Islay Single Malt Scotch Whisky || Glen Keith Single Malt Scotch Whisky 70cl
8813,False,Different Easter egg designs (Unicorn vs Dinosaur),3,ASDA|Sains|Tesco,weak_heuristic|probe_fail,cross_category|multi_core_product_name,Thorntons Milk Chocolate Unicorn Easter Egg || Thorntons Milk Chocolate Dinosaur Easter Egg 151g || Thorntons Milk Chocolate Dinosaur Egg 151G
11888,False,Stella Artois Unfiltered vs Premium Lager are different variants,4,ASDA|Morrisons|Sains|Tesco,weak_heuristic,multi_core_product_name|struct_unit_value_15pct,Stella Artois Unfiltered Lager Beer Bottles || Stella Artois Premium Lager Beer Bottles || Stella Artois Premium Lager Beer Bottles 12x330ml || Stella Artois Lager Beer 12X330ml
12068,True,"Same branded product, same variant and pack size",2,Morrisons|Sains,weak_heuristic,multi_core_product_name,Southern Comfort Lemo… || Southern Comfort & Lemonade 330ml
1851,True,"Same branded product, same variant and pack size",3,ASDA|Sains|Tesco,weak_heuristic,multi_core_product_name,Bottlegreen Refreshing Lime & Mint Cordial 500ml || Bottlegreen Refreshing Lime & Mint Cordial 500ml || Bottlegreen Lime & Mint Cordial 500Ml
12316,False,Cloudy Vintage vs Vintage are different variants,2,Morrisons|Sains,weak_heuristic,multi_core_product_name,Henry Westons Cloudy Vintage Cider Bottle || Henry Westons Vintage Cider 500ml
2573,True,"Same branded product, same variant and pack size",2,ASDA|Morrisons,weak_heuristic,struct_branded_vs_ownbrand,Tiger Asian Lager Beer Bottle || Tiger Asian Lager Beer Bottle
18070,True,"Same branded product, same variant and pack size",2,Sains|Tesco,weak_heuristic,multi_core_product_name,Bacardi Mango Mojito Flavoured Alcoholic Drink 250ml || Bacardi Mango Mojito 250Ml
17053,False,Pack sizes differ significantly (320g vs 2x157g total weight),2,Sains|Tesco,weak_heuristic|probe_fail,cross_category|multi_core_product_name,Chicago Town Deep Dish Mega Meaty Pizza x2 (320g) || Chicago Town Deep Dish Mega Meaty Pizzas 2 X 157G
4568,True,"Same branded product, same variant and pack size",2,ASDA|Tesco,clean,,French's Classic Yellow Mustard || French's Classic Yellow Mustard 397G
3665,True,"Same branded product, same variant, comparable pack sizes",3,ASDA|Morrisons|Sains,weak_heuristic|probe_fail,cross_category|multi_core_product_name,Princes Ham || Princes Cured Ham || Princes Cured Ham 325g
5503,False,McCoy's Thai Sweet Chicken vs Ridge Cut are different variants,3,ASDA|Sains|Tesco,weak_heuristic,multi_core_product_name,McCoy's Thai Sweet Chicken Multipack Crisps || McCoy's Thai Sweet Chicken Multipack Crisps 6 Pack || Mccoy's Thai Sweet Chicken Ridge Cut Crisps 6X25g
3583,True,"Same branded product, same variant and pack size",2,ASDA|Tesco,weak_heuristic,multi_core_product_name,English Cheesecake Company Luxury Vanilla Cheesecake with Lotus Biscof || English Cheesecake Company Ltd Vanilla Cheesecake With Lotus Biscoff 2
5685,False,ASDA Extra Special vs Tesco Finest are different own-brand tiers,2,ASDA|Tesco,weak_heuristic,multi_core_product_name,ASDA Extra Special Porcini Mushroom & Truffle Mezzelune || Tesco Finest Porcini & Black Truffle Mezzelune 250G
8002,True,"Same branded product, same variant and pack size",2,ASDA|Morrisons,clean,,Sunshine Snacks Chee Zees Original || Sunshine Snacks Chee Zees Original
9117,False,ASDA Milk Chocolate Chips vs Sainsbury's No Added Sugar are different variants,2,ASDA|Sains,weak_heuristic|probe_fail,multi_core_product_name,ASDA Milk Chocolate Chips || Sainsbury's No Added Sugar Milk Chocolate 100g
8102,True,"Same branded product, same variant and pack size",4,ASDA|Morrisons|Sains|Tesco,weak_heuristic|probe_fail,cross_category|multi_core_product_name,Holy Moly Guacamole Original || Holy Moly Original Guacamole || Holy Moly Guacamole: Original 150g || Holy Moly Guacamole Original 150G
16145,True,"Same branded product, same variant (VS/Very Special) and pack size",2,Sains|Tesco,weak_heuristic,multi_core_product_name,Hennessy VS Cognac 70cl || Hennessy Very Special Cognac 70cl
343,False,ASDA own-brand vs Horlicks branded are different products,2,ASDA|Sains,weak_heuristic|probe_fail,cross_category|multi_core_product_name,ASDA Instant Malt Drink || Horlicks Instant Malt 400g
16043,True,"Same branded product, same variant and pack size",2,Sains|Tesco,clean,,Porta 6 White Wine 750ml || Porta 6 White Wine 750Ml
13769,False,Morrisons own-brand vs Tesco Marinated Anchovies are different products,2,Morrisons|Tesco,weak_heuristic,multi_core_product_name,Morrisons Anchovies || Tesco Marinated Anchovies 140G
4131,True,"Same branded product, same variant and pack size",2,ASDA|Morrisons,weak_heuristic,multi_core_product_name,Leerdammer Original 8 Slices || Leerdammer Original Cheese 8 Slices
9777,True,"Same branded product, variant and pack size",2,Morrisons|Tesco,weak_heuristic,multi_core_product_name,Benecol Raspberry No Added Sugar Yogurt Drink || Benecol Raspberry No Added Sugar 6 x 67.5g
17070,False,Different Charlie Bigham's variants (Cottage Pie vs Fish Pie),2,Sains|Tesco,weak_heuristic,multi_core_product_name,Charlie Bigham's Cottage Pie 650g (Serves 2) || Charlie Bigham's Fish Pie 655G
16199,True,Identical branded product and size,2,Sains|Tesco,clean,,Dr Pepper 150ml || Dr Pepper 150ml
1335,True,"Same branded Tilda rice variant, comparable pack sizes",4,ASDA|Morrisons|Sains|Tesco,weak_heuristic,multi_core_product_name,Tilda Pure Original Basmati Rice || Tilda Pure Basmati Rice || Tilda Pure Basmati Rice 5kg || Tilda Pure Basmati Rice 5Kg
11078,True,"Own-brand ground black pepper, same tier and size",2,Morrisons|Tesco,clean,,Morrisons Ground Black Pepper || Tesco Ground Black Pepper 25G
893,True,Same branded Innocent tropical juice variant,3,ASDA|Sains|Tesco,weak_heuristic,multi_core_product_name,Innocent tropical juice || Innocent Tropical Juice 900ml || Innocent Tropical Juice 900Ml
11995,False,Different pack formats (single can vs 4-pack),2,Morrisons|Sains,weak_heuristic|probe_fail,cross_category|multi_core_product_name,Lucky Saint Unfiltered Alcohol Free Lager Can || Lucky Saint Unfiltered Lager 4 x 330ml
15006,True,Identical branded Cadbury Twirl bar and size,2,Sains|Tesco,weak_heuristic,multi_core_product_name,Cadbury Twirl Chocolate Bar 43g || Cadbury Twirl Bar 43G
16095,True,Identical branded beer variant and pack size,2,Sains|Tesco,weak_heuristic,multi_core_product_name,Old Speckled Hen Pale Ale Beer Cans 10x440ml || Old Speckled Hen Pale Ale 10 X 440Ml
5598,False,Different variants (Sea Salt vs Kale) and pack sizes,3,ASDA|Sains|Tesco,weak_heuristic,multi_core_product_name,Eat Real Sea Salt Veggie Straws 110g || Eat Real Kids Veggie Kale Straws 5x20g || Eat Real Veggie Straws Kids Multi-Pack 5X20g
3632,False,Different own-brand tiers (ASDA standard vs Tesco Prime Cuts premium),2,ASDA|Tesco,weak_heuristic,multi_core_product_name,ASDA Carved Cumberland Sausage Slices || Tesco Prime Cuts Cumberland Sausage Slices 150G
982,True,Same branded Dr. Oetker product and variant,3,ASDA|Morrisons|Tesco,weak_heuristic|probe_fail,struct_known_brand_disagree,Dr. Oetker Brookie Cookies Baking Mix || Dr. Oetker Brookie Cookies Baking Mix || Dr Oetker Brookie Cookies Baking Mix 390G
14693,True,Identical branded Lindt chocolate bar variant and size,2,Sains|Tesco,clean,,Lindt Excellence Dark Chilli Chocolate Bar 100g || Lindt Excellence Dark Chilli Chocolate Bar 100G
17849,True,Same branded Alpro Barista Oat variant and size,2,Sains|Tesco,weak_heuristic|probe_fail,cross_category|multi_core_product_name,Alpro Barista Oat 750ml || Alpro Barista Oat Chilled Dairy Free Drink 750ml
1285,True,Same branded Fever-Tree variant and comparable size,3,ASDA|Morrisons|Sains,clean,,Fever-Tree Raspberry & Rose Lemonade || Fever-Tree Raspberry & Rose Lemonade || Fever-Tree Raspberry & Rose Lemonade 500ml
15792,False,Different own-brand variants (plain garlic vs tomato & garlic),2,Sains|Tesco,weak_heuristic|probe_fail,cross_category|multi_core_product_name,Sainsbury's Garlic Flatbread 210g || Tesco Sunblush Tomato & Garlic Flatbread 235 G
7680,True,"Own-brand smooth peanut butter, same tier and size",3,ASDA|Sains|Tesco,weak_heuristic,multi_core_product_name,ASDA Smooth Peanut Butter 700g || Sainsbury's Peanut Butter Smooth 700g || Tesco Smooth Peanut Butter 700G
8324,False,Different pack formats (10 pack vs unspecified),2,ASDA|Morrisons,weak_heuristic,multi_core_product_name,Carling Original Lager 10 Pack || Carling Original Lager Beer Cans
2896,True,Same branded Fry's product variant and comparable size,3,ASDA|Morrisons|Tesco,weak_heuristic|probe_fail,cross_category,Fry's Plant-Based Popcorn Chick'n || Fry's Plant-based Popcorn Chick'n || Fry's Plant-Based Popcorn Chick'n 300G
8626,True,"Own-brand white paper cake cases, same product type",2,ASDA|Morrisons,weak_heuristic,multi_core_product_name,ASDA Cake White Paper Cases || Morrisons White Fairy Paper Cases
5095,True,"Same branded product, same variant, comparable pack size",3,ASDA|Morrisons|Tesco,clean,,Schwartz Chicken Chasseur Recipe Mix || Schwartz Chicken Chasseur Recipe Mix || Schwartz Chicken Chasseur Recipe Mix 40g
13952,True,"Same branded product, same variant, same multipack format",3,Morrisons|Sains|Tesco,weak_heuristic,multi_core_product_name,San Pellegrino Lemon || San Pellegrino Lemon 6x330ml || San Pellegrino Lemon Soft Drink Multipack 6x330ml
14550,False,Different own-brand products with different core ingredients/variants,3,ASDA|Sains|Tesco,weak_heuristic|probe_fail,multi_core_product_name,ASDA Ricotta & Red Pepper Pesto || Sainsbury's Roasted Red Pepper Pesto 190g || Tesco Reduced Fat Red Pesto 190G
8255,True,"Same own-brand product, same core item, comparable pack size",2,ASDA|Tesco,weak_heuristic,multi_core_product_name,ASDA Seasoned Southern Fried Chicken Thighs & Drumsticks || Tesco Southern Fried Chicken Thighs & Drumsticks 800g
6810,True,"Same branded product, same variant, same pack size",2,ASDA|Tesco,weak_heuristic,multi_core_product_name,Old El Paso Red Jalapeños 215g || Old El Paso Sliced Red Jalapenos 215G
