cluster_id,tier,llm_pass,reason,q1,q2,q3
7798,llm_verify,True,"All Hilltop Blossom Honey 340g, same product; 'Squeezy' and 'Everyday' are format/marketing descriptors only",Yes,Yes,Yes
7801,llm_verify,True,"All Robertson's Ma Made Thin Cut Seville Oranges, same branded product",Yes,Yes,Yes
7803,llm_verify,True,"All Meridian Crunchy Peanut Butter 1kg; 'Palm Oil Free' is a variant descriptor, same core product",Yes,Yes,Yes
7804,llm_verify,True,"All Ambrosia Devon Custard multipack pots 4×125g (500g total), same branded product",Yes,Yes,Yes
7812,llm_verify,True,"All Ambrosia Rice Pudding multipack pots 4×125g (500g total), same branded product",Yes,Yes,Yes
7815,llm_verify,False,Different MGO strengths (100+ vs 250+) indicate different product variants,No,Yes,Yes
7817,llm_verify,False,ASDA variant specifies 'Palm Oil Free' while others do not — different product formulation,No,Yes,Yes
7823,llm_verify,False,Morrisons product is single 450g pack; others are 4×123g multipack — different pack format/structure,No,Yes,Yes
7827,llm_verify,False,ASDA is Pip & Nut brand; Sainsbury's and Tesco are Meridian brand — different branded products,No,Yes,Yes
7828,llm_verify,False,Morrisons is 'Traditional Rice Pudding'; others are 'Deluxe Rice' — different product variants,No,Yes,Yes
7835,llm_verify,True,"All Aunty's Golden Syrup Steamed Puddings, same core product across retailers",Yes,Yes,Yes
7837,llm_verify,False,ASDA is own-brand standard tier; Aunty's products are branded — tier mismatch,No,Yes,No
7844,llm_verify,True,"All Marmite Yeast Extract, same branded product across retailers",Yes,Yes,Yes
7850,llm_verify,True,"All Carnation Caramel Dessert Filling, same branded product across retailers",Yes,Yes,Yes
7851,llm_verify,False,ASDA is Crave Peanut Butter; Morrisons is Meridian Cashew Butter — different nut types and brands,No,Yes,Yes
7852,llm_verify,True,"All Carnation Sweetened Condensed Milk, same branded product across retailers with minor naming variations",Yes,Yes,Yes
7855,llm_verify,True,"All Marmite Classic Yeast Extract Spread, same branded product with consistent weight",Yes,Yes,Yes
7856,llm_verify,True,"All 19 Crimes Red Wine 750ml, same branded product with minor naming variations",Yes,Yes,Yes
7857,llm_verify,False,"Different wine products: La Vieille, Marques De Leon, and Sainsbury's Languedoc are distinct wines, not the same core product",No,Yes,No
7858,llm_verify,True,"All Montepulciano D'Abruzzo premium own-brand wines, same tier across retailers",Yes,Yes,Yes
7861,llm_verify,True,"All Porta 6 Lisboa Red Wine 750ml, same branded product with minor naming variations",Yes,Yes,Yes
7863,llm_verify,False,Tier mismatch: ASDA standard-tier Verdicchio paired with Morrisons and Sainsbury's premium-tier versions,No,Yes,No
7868,llm_verify,True,"All Viognier premium own-brand wines, same tier across retailers",Yes,Yes,Yes
7870,llm_verify,True,"All 19 Crimes The Uprising Red Wine 750ml, same branded product with minor naming variations",Yes,Yes,Yes
7871,llm_verify,True,"All Cali by Snoop Red Wine 750ml, same branded product with minor naming variations",Yes,Yes,Yes
7873,llm_verify,True,"All premium-tier own-brand Bordeaux Supérieur wines, same size, same tier.",Yes,Yes,Yes
7879,llm_verify,False,Different branded products: Burdizzo vs Piccini Chianti Riserva are distinct wines.,No,Yes,Yes
7881,llm_verify,True,"All identical branded La Vieille Ferme wine, same size across retailers.",Yes,Yes,Yes
7882,llm_verify,False,"Different branded Côtes du Rhône products: Vignerons, Prestige de Calvet, Terres de Galets are distinct wines.",No,Yes,Yes
7886,llm_verify,False,Different core products: Touraine Sauvignon Blanc vs Casablanca Sauvignon Blanc are distinct wines.,No,Yes,Yes
7887,llm_verify,True,"Both premium-tier Amarone Della Valpolicella, same size, same tier.",Yes,Yes,Yes
7888,llm_verify,False,Different branded Côtes du Rhône products: Les Dauphins vs Maison Castel are distinct wines.,No,Yes,Yes
7889,llm_verify,False,Different core products: ASDA Zinfandel vs Sainsbury's Californian Zinfandel are distinct wines.,No,Yes,Yes
7890,llm_verify,False,Different branded Primitivo products: Masso Antico vs Most Wanted vs Dino are distinct wines.,No,Yes,Yes
7891,llm_verify,False,"ASDA product includes Reed Diffuser Set (gift bundle), while others are wine only; different core products.",No,Yes,Yes
7892,llm_verify,False,Different Rioja wine brands/variants (Cune vs Pata Negra vs Ramon Bilbao) are not the same core product,No,Yes,Yes
7894,llm_verify,False,Different Picpoul de Pinet wine brands (Picpoul vs Fete Des Flaveurs vs Baron De Guers vs Gerard Bertrand) are not the same core product,No,Yes,Yes
7896,llm_verify,True,"All premium-tier Soave Classico wines, same core product across retailers",Yes,Yes,Yes
7898,llm_verify,False,Sainsbury's product is Bourbon Aged variant while ASDA and Tesco are standard Zinfandel—different product variants,No,Yes,Yes
7899,llm_verify,False,Different Riesling wines from different regions/producers (Austrian vs unspecified origins) are not the same core product,No,Yes,Yes
7900,llm_verify,False,Morrisons product is Moscato White Wine while ASDA and Tesco are White Grenache—different wine types,No,Yes,Yes
7902,llm_verify,True,"All premium-tier Albariño wines, same core product across retailers",Yes,Yes,Yes
7903,llm_verify,False,Tier mismatch: ASDA and Sainsbury's are premium-tier while Morrisons and Tesco appear to be standard/branded Campaneo,No,Yes,No
7904,llm_verify,False,"Tier mismatch: ASDA, Morrisons, Sainsbury's are premium-tier while Tesco is branded Chapoutier (different tier)",No,Yes,No
7908,llm_verify,True,"All Gavi Di Gavi wines, same core product; premium-tier own-brands and branded variant are comparable",Yes,Yes,Yes
7912,llm_verify,False,De Colmar is a different branded wine; ASDA/Morrisons/Sainsbury's are premium own-brand Alsace Gewürztraminer variants,No,Yes,Yes
7913,llm_verify,True,"All premium-tier own-brand Languedoc Red wines, same core product",Yes,Yes,Yes
7914,llm_verify,False,"Three different branded Alvarinho wines (Azul Marinho, Cuba Azul, Canto Nono) — not the same product",No,Yes,Yes
7918,llm_verify,False,Piccini Bianco Toscana differs from Piccini Memoro Bianco — different product lines/variants,No,Yes,Yes
7921,llm_verify,False,Blason Macon Villages is a different wine type/region from Beaujolais Villages; different branded products,No,Yes,Yes
7925,llm_verify,True,"All Trip CBD Elderflower Mint, same core product; pack format differences (cans vs 4×250ml) do not affect Q1",Yes,Yes,Yes
7926,llm_verify,True,"All Trip CBD Peach Ginger, same core product; pack format differences (cans vs 4×250ml) do not affect Q1",Yes,Yes,Yes
7930,llm_verify,True,"Both Plenish Turmeric Defence branded products, same core product",Yes,Yes,Yes
7934,llm_verify,True,"All Najma Sliced Turkey Breast 150g, same core product",Yes,Yes,Yes
7935,llm_verify,False,"Three different branded turkey chorizo products (Tahira, L'oasis, Najma) — not the same product",No,Yes,Yes
7938,llm_verify,False,ASDA product is 'Sliced Chicken with Herbs' while Tesco is 'Sliced Chicken Breast' — different core products (herbs vs plain breast),No,Yes,Yes
7939,llm_verify,True,"Both are Tahira sliced turkey salami, same weight, minor naming variation acceptable",Yes,Yes,Yes
7940,llm_verify,False,ASDA product is 'Chicken and Beef Mortadella' while Morrisons is 'Chicken Beef Salami' — mortadella vs salami are different product types,No,Yes,Yes
7943,llm_verify,False,Different brands (Zaad vs Tahira) and different product lines — not the same core product,No,Yes,Yes
7948,llm_verify,True,"All Gefen apple sauce, same core product; ASDA single jar vs Sainsbury's/Tesco 6-pack format acceptable for Q1; variance within 15%",Yes,Yes,Yes
7949,llm_verify,True,"All Kedem Concord Grape Juice 650ml, identical across retailers, minor naming variations only",Yes,Yes,Yes
7955,llm_verify,True,"All Lowicz Raspberry Syrup 400ml, same core product; Sainsbury's 'Syrup with Raspberry Flavour Drink' is same product with expanded descriptor",Yes,Yes,Yes
7963,llm_verify,False,Different brands (Moryn vs Dawtona) — not the same core product despite both being sauerkraut with carrot,No,Yes,Yes
7967,llm_verify,False,Cypressa Kalamata olives (ASDA/Morrisons) vs Odysea Greek Big Kalamata Pitted Olives (Sainsbury's) — different brands and 'pitted' variant is different product,No,Yes,Yes
7968,llm_verify,True,"All KTC Butter Ghee 1000ml, same branded product across retailers; all branded tier",Yes,Yes,Yes
7971,llm_verify,False,Moryn Grated Horseradish vs Stockwell & Co Horseradish Sauce are different product types (grated vs sauce),No,Yes,Yes
7976,llm_verify,True,"All basmati rice 5kg, same core product, all branded/unknown-tier",Yes,Yes,Yes
7978,llm_verify,False,Kohinoor Diamond XXL vs Kohinoor Classic are different product variants/grades,No,Yes,Yes
7980,llm_verify,True,"All basmati rice 10kg, same core product across retailers",Yes,Yes,Yes
7987,llm_verify,True,"All Elephant Atta Medium Chapatti Flour with Vitamin D 5kg, same core product",Yes,Yes,Yes
7990,llm_verify,True,"All Elephant Atta Medium Chapatti Flour 1.5kg, same core product",Yes,Yes,Yes
7992,llm_verify,True,"All Badshah Basmati Rice 5kg, same core product (Superior Aged is variant descriptor)",Yes,Yes,Yes
7998,llm_verify,False,Indus Chana Black Chick Peas vs Indus Chick Peas - different product specifications (black vs unspecified),No,Yes,Yes
8005,llm_verify,False,Port Royal Jamaican Beef Patty vs Juici Patties Beef Patty are different branded products,No,Yes,Yes
8014,llm_verify,False,Dunn's River All Purpose Seasoning vs Dunn's River Caribbean Everyday Seasoning are different product variants,No,Yes,Yes
8015,llm_verify,False,"Lorenz Crunchips Paprika vs Lays Paprika — different brands, not the same core product",No,Yes,Yes
8017,llm_verify,False,"Halal Lamb Jamaican Pattie Flaky Pastry vs Curried Lamb Jamaican Pattie — different flavour profiles (halal/flaky vs curried), not the same product",No,Yes,Yes
8018,llm_verify,True,"All Cofresh Chilli & Lemon Potato Grills/Snacks, same branded product across retailers",Yes,Yes,Yes
8019,llm_verify,True,"All Sesame Snaps Original, pack count difference (x4) is irrelevant to Q1",Yes,Yes,Yes
8022,llm_verify,True,"All Kubus Strawberry/Apple/Banana/Carrot Mousse, same branded product with minor naming variations",Yes,Yes,Yes
8034,llm_verify,True,"Both E. Wedel/Wedel Aha Sesame Snacks, same product with minor brand name variation",Yes,Yes,Yes
8036,llm_verify,True,"All Maggi Seasoning Tablets/Bouillon, same branded product; tablet count (x60) is irrelevant to Q1",Yes,Yes,Yes
8038,llm_verify,True,"All Grace Chicken Vienna Sausages, same branded product; Halal designation and drained weight notation do not change core product",Yes,Yes,Yes
8039,llm_verify,False,"Jutrzenka Wafle vs Familijne Cocoa Cream Wafer — different brands, not the same core product",No,Yes,Yes
8041,llm_verify,True,"All Goplana Grzeski Chocolate Wafer Bar, same branded product with minor naming variations",Yes,Yes,Yes
8049,llm_verify,False,"Tesco product is Chaat Masala, not Garam Masala — different spice blend",No,Yes,Yes
8056,llm_verify,True,"All red split lentils, same weight, different own-brand names acceptable",Yes,Yes,Yes
8057,llm_verify,False,ASDA/Morrisons are Coarse Semolina; Sainsbury's is Rosecoco Beans — different products,No,Yes,Yes
8058,llm_verify,True,"All Ashoka Delhi Dal Makhani 280g, minor naming variation acceptable",Yes,Yes,Yes
8061,llm_verify,True,"All Cofresh Jalapeno potato snacks, same weight, naming variants acceptable",Yes,Yes,Yes
8063,llm_verify,False,ASDA Plain Grissini vs Sainsbury's/Tesco Black Olive Grissini — different flavours,No,Yes,Yes
8064,llm_verify,True,"Both Cofresh Chakri Rice Sticks 300g, naming variant acceptable",Yes,Yes,Yes
8066,llm_verify,False,ASDA Cornmeal/Polenta vs Sainsbury's Semolina — different grain products,No,Yes,Yes
8068,llm_verify,True,"All Jutrzenka Bebe Biscuits 16g, minor naming variants acceptable",Yes,Yes,Yes
8071,llm_verify,True,"All Ko-Lee Roast Chicken Noodles 65g, naming variants acceptable",Yes,Yes,Yes
8076,llm_verify,False,"Sainsbury's product is 'Caribbean Seasoning' while ASDA and Tesco are 'Everyday Seasoning' — different flavour profiles, not the same core product",No,Yes,Yes
8082,llm_verify,False,"Sainsbury's product is 'Potato Spirals' while others are 'Potato Crinkles' — different snack shapes, not the same core product",No,Yes,Yes
8086,llm_verify,True,"All Profi Poultry Pate with Tomatoes, minor word order variation acceptable",Yes,Yes,Yes
8087,llm_verify,True,"All Ashoka Punjabi Choley, 'Heat & Eat' is a cooking descriptor not a product type change",Yes,Yes,Yes
8091,llm_verify,True,"All Regal Sweet Popcorn, minor naming variations acceptable",Yes,Yes,Yes
8094,llm_verify,True,"Both Indus Tamarind/Imli Sauce, same product with alternative spelling",Yes,Yes,Yes
8096,llm_verify,True,"All Ashoka Bombay Biryani, 'Heat & Eat' is a cooking descriptor not a product type change",Yes,Yes,Yes
8106,llm_verify,False,ASDA is Popcorn while Tesco is Farina — different products entirely,No,Yes,Yes
8110,llm_verify,True,"All Easy Cook Long Grain Rice, different brand names acceptable for same product type",Yes,Yes,Yes
8113,llm_verify,True,"Both Sweet Plantain Chips, different brand names acceptable for same product type",Yes,Yes,Yes
8118,llm_verify,True,"Same branded product (Indus Chana Dal), identical weight, both retailers.",Yes,Yes,Yes
8120,llm_verify,False,Different brands (Village Pride vs Samai); same product type but not identical core product.,No,Yes,Yes
8132,llm_verify,False,Tesco product is 'Golonka' (different cut/preparation) vs 'Cured Pork Knuckle'; not identical core product.,No,Yes,Yes
8135,llm_verify,True,"Same branded product (Prymat Mustard), minor naming variation acceptable, weight variance 2.7%.",Yes,Yes,Yes
8142,llm_verify,True,"Same branded product (Krupnik Cherry), identical volume, minor naming variations acceptable.",Yes,Yes,Yes
8147,llm_verify,True,"Same branded product (Prince Polo Classic), weight variance 3.8% within tolerance.",Yes,Yes,Yes
8157,llm_verify,True,"Same branded product (Island Sun Black Eye Beans), identical weight.",Yes,Yes,Yes
8164,llm_verify,True,"Same branded product (Regal Egg Free Cake Rusks), pack count differences irrelevant to Q1, size data unavailable so Q2 assumed Yes.",Yes,Yes,Yes
8165,llm_verify,True,"Same branded product (Cofresh Chana Dal), weight variance 1.5% within tolerance.",Yes,Yes,Yes
8166,llm_verify,True,"Same branded product (Cofresh Grills), pack count/format differences irrelevant to Q1, identical total weight.",Yes,Yes,Yes
8170,llm_verify,True,"Identical branded product (Cofresh Roasted & Salted Crunchy Corn Nuts), same weight, all branded so Q3 N/A.",Yes,Yes,Yes
8173,llm_verify,True,"Same branded product (Mlekovita sour cream), same weight, all branded so Q3 N/A.",Yes,Yes,Yes
8176,llm_verify,False,Different brands (U Jędrusia vs Virtu) and different product lines; not the same core product.,No,Yes,Yes
8177,llm_verify,True,"Same branded product (Lowicz Twarog), same weight, all branded so Q3 N/A.",Yes,Yes,Yes
8179,llm_verify,False,Tesco product specifies 'Chicken Breast Sausages' while others are 'Chicken Sausage'; different product specifications.,No,Yes,Yes
8181,llm_verify,False,Different products: Rolpek sausage vs Sainsbury's sausage rolls; also tier mismatch (unknown vs standard).,No,Yes,No
8185,llm_verify,False,Tesco product is 'Bukowe' variant while others are 'Best Selection'; different product lines.,No,Yes,Yes
8191,llm_verify,False,Different Morliny product variants: Sopocka vs Wiejska slices; not the same core product.,No,Yes,Yes
8192,llm_verify,True,"Same branded product (Morliny Berlinki cheese hot dogs), same weight, minor naming variation acceptable.",Yes,Yes,Yes
8193,llm_verify,False,Different brands (U Jędrusia vs Ball dumplings); not the same core product despite similar category.,No,Yes,Yes
8194,llm_verify,True,"All branded Tarczynski chicken kabanos, same weight, minor naming variations acceptable",Yes,Yes,Yes
8198,llm_verify,True,"All branded Sokolow Nordic bacon, 475-480g variance within tolerance",Yes,Yes,Yes
8200,llm_verify,True,"All branded Krakus Zywiecka kielbasa, pack count irrelevant to Q1, weight variance 2.1%",Yes,Yes,Yes
8208,llm_verify,True,"Both branded Nissin Demae Ramen Chicken, identical weight, minor naming variation",Yes,Yes,Yes
8215,llm_verify,True,"All Meiji Hello Panda chocolate biscuits, same weight, brand/retailer naming variations acceptable",Yes,Yes,Yes
8216,llm_verify,True,"All Meiji Hello Panda strawberry biscuits, same weight, brand/retailer naming variations acceptable",Yes,Yes,Yes
8218,llm_verify,True,"All standard-tier own-brand classic dip selections, weight variance 3.1%",Yes,Yes,Yes
8221,llm_verify,True,"All standard-tier own-brand Tex-Mex dip selections, weight variance 6.5%",Yes,Yes,Yes
8225,llm_verify,False,ASDA Greek Salad with Mixed Olives differs from Tesco Greek Salad Inspired Olives—different product types,No,Yes,Yes
8227,llm_verify,True,"All standard-tier own-brand taramasalata dips, weight variance at 15% threshold",Yes,Yes,Yes
8231,llm_verify,True,All standard-tier tzatziki dips; same core product across retailers,Yes,Yes,Yes
8238,llm_verify,False,"Sainsbury's product is Edam Cheese, not Cheese Coleslaw; different product type",No,Yes,Yes
8240,llm_verify,True,Both standard-tier fruity couscous; same core product,Yes,Yes,Yes
8246,llm_verify,True,Both standard-tier houmous; same core product,Yes,Yes,Yes
8249,llm_verify,False,ASDA Jalapeno Houmous differs from Morrisons Classic and Sainsbury's Moroccan; different flavour variants,No,Yes,Yes
8263,llm_verify,False,ASDA Black Olives differs from Sainsbury's and Tesco Nocellara Olives; different olive variety,No,Yes,Yes
8264,llm_verify,True,"Both The Jolly Hog Scotch Eggs; branded product, same core item; Q3 N/A (no own-brand)",Yes,Yes,Yes
8268,llm_verify,True,All premium-tier double stuffed olives; same core product across retailers,Yes,Yes,Yes
8269,llm_verify,False,ASDA Sweet Potato Falafels vs Morrisons Sweet Potato Fritters; different product types,No,Yes,Yes
8280,llm_verify,True,Both standard-tier Mediterranean antipasti platters; same core product,Yes,Yes,Yes
8290,llm_verify,False,"Q1 fails: paper cups, loose pepper, and houmous are three completely different product types",No,Yes,Yes
8297,llm_verify,True,"All breaded chicken goujons, same weight, same tier",Yes,Yes,Yes
8298,llm_verify,False,Q1 fails: ASDA product is 2kg while Sainsbury's and Tesco are 1.8kg; different product specifications (with/without giblets variant),No,Yes,Yes
8301,llm_verify,True,"All diced chicken breast, weights within 2.4% variance, same tier",Yes,Yes,Yes
8304,llm_verify,True,"All southern fried chicken goujons, identical weight, same tier",Yes,Yes,Yes
8310,llm_verify,True,"All smoked gammon joints, weights within 10.3% variance, same tier",Yes,Yes,Yes
8315,llm_verify,True,"Both unsmoked gammon joints, weights within 7.1% variance, same tier",Yes,Yes,Yes
8321,llm_verify,True,"All premium smoked back bacon 8-pack, identical weight, same premium tier",Yes,Yes,Yes
8323,llm_verify,True,"All unsmoked streaky bacon, identical weight, pack count variance irrelevant to Q1, same tier",Yes,Yes,Yes
8324,llm_verify,True,"All smoked streaky bacon, identical weight, pack count variance irrelevant to Q1, same tier",Yes,Yes,Yes
8329,llm_verify,False,Morrisons 'Tindle Tenders Chicken' is a different branded product (Tindle brand) vs ASDA/Tesco 'Simply Chicken Tenders' (own-brand),No,Yes,Yes
8330,llm_verify,True,All standard-tier own-brand unsmoked gammon joints; same core product,Yes,Yes,Yes
8332,llm_verify,False,Sainsbury's New Zealand Lamb Mince is a different product (origin-specific) vs Shazans Lamb Mince; also tier mismatch (Sainsbury's standard vs unknown-tier branded),No,Yes,No
8340,llm_verify,True,Both standard-tier own-brand thin-cut beef steaks; same core product,Yes,Yes,Yes
8342,llm_verify,False,Sainsbury's 'Beef Steaks Red Wine' is a flavoured/marinated variant; different product from plain beef medallion/grill steaks,No,Yes,No
8344,llm_verify,False,"Four different branded products (Shazans, Tariq Halal, Humza) despite same food type; not the same core product",No,Yes,Yes
8349,llm_verify,True,All standard-tier own-brand British pork belly slices; same core product,Yes,Yes,Yes
8353,llm_verify,True,All The Jolly Hog branded BBQ pulled pork 376g; same core product,Yes,Yes,Yes
8361,llm_verify,True,Both chicken thigh fillets 600g; same core product (tier mismatch immaterial given same food type),Yes,Yes,Yes
8365,llm_verify,True,Both premium-tier gourmet beef steak burgers 340g; same core product,Yes,Yes,Yes
8372,llm_verify,False,Different core products: Tender Breaded vs Firecracker Breaded chicken fillets have distinct recipes/flavour profiles,No,Yes,Yes
8377,llm_verify,True,"All Southern Fried Breaded Chicken Mini Fillets, same tier, acceptable weight variance",Yes,Yes,Yes
8383,llm_verify,True,"Both premium-tier unsmoked thick-cut dry-cured back bacon, identical weight",Yes,Yes,Yes
8387,llm_verify,True,"All lean beef steak mince 5% fat, same tier, identical weight",Yes,Yes,Yes
8394,llm_verify,True,"Both Swedish meatballs, same weight, tier unknown but products match",Yes,Yes,Yes
8396,llm_verify,True,"All premium-tier sirloin steaks, acceptable weight variance 0.9%",Yes,Yes,Yes
8397,llm_verify,True,"All premium-tier fillet steaks, acceptable weight variance 5.7%",Yes,Yes,Yes
8398,llm_verify,False,Different core products: Classic Pork vs Thick Pork vs Pork Sausages with distinct flavour/recipe variants,No,Yes,Yes
8403,llm_verify,False,Different core products: Lincolnshire Pork vs Pork & Ale sausages have distinct recipes,No,Yes,Yes
8409,llm_verify,True,"All premium-tier pork & caramelised onion sausages, identical weight",Yes,Yes,Yes
8411,llm_verify,True,"All premium-tier pork & apple sausages, same weight, all 6-pack format.",Yes,Yes,Yes
8412,llm_verify,False,ASDA product is pork sausages; Morrisons and Sainsbury's are sausage rolls — different core products.,No,Yes,Yes
8424,llm_verify,True,"Both branded Tarczyński ham frankfurters, identical weight and pack count.",Yes,Yes,Yes
8426,llm_verify,True,"All standard-tier turkey sausages, weight variance 0.9% within tolerance.",Yes,Yes,Yes
8429,llm_verify,True,"Both branded Krakus kielbasa podsuszana, identical weight.",Yes,Yes,Yes
8430,llm_verify,True,"All Bury black pudding slices (branded), weight variance 2.2% within tolerance.",Yes,Yes,Yes
8432,llm_verify,True,"All standard-tier turkey meatballs, weight variance exactly 15.0% (within threshold).",Yes,Yes,Yes
8433,llm_verify,True,"Both standard-tier turkey mince, identical weight.",Yes,Yes,Yes
8441,llm_verify,True,"All branded Foster's lager cans, weight variance 0.4% within tolerance.",Yes,Yes,Yes
8448,llm_verify,True,"Both branded Carling original lager, identical total volume.",Yes,Yes,Yes
8450,llm_verify,False,ASDA product shows 7913.7l total (inconsistent with 18×440ml = 7920ml); weight variance exceeds 15%,No,No,Yes
8451,llm_verify,True,All Old Golden Hen 500ml bottles; same core product across retailers,Yes,Yes,Yes
8453,llm_verify,True,All Sol Original Lager; weight variance within 15%,Yes,Yes,Yes
8454,llm_verify,True,Both Hobgoblin Gold; pack format difference (bottle vs can) does not affect Q1; weight variance within 15%,Yes,Yes,Yes
8457,llm_verify,False,Morrisons lists 'American Pale Ale' while others list 'American IPA' — different beer styles,No,Yes,Yes
8459,llm_verify,False,Tesco Dunkel (dark wheat beer) differs from Weissbier (light wheat beer) at other retailers — different product variants,No,Yes,Yes
8460,llm_verify,True,All St Austell Tribute Ale 500ml; minor naming variations acceptable,Yes,Yes,Yes
8464,llm_verify,False,Morrisons 'King Goblin Ale' is a different product from McEwan's Champion Ale at other retailers,No,Yes,Yes
8465,llm_verify,True,All Carlsberg Danish Pilsner; weight variance within 15%,Yes,Yes,Yes
8466,llm_verify,True,All Heineken Premium Lager 15×440ml cans; minor naming variations acceptable; weight variance within 15%,Yes,Yes,Yes
8468,llm_verify,True,"All Madri Excepcional Lager, same branded product across retailers; pack count differences are irrelevant to Q1",Yes,Yes,Yes
8469,llm_verify,False,"Kingfisher Premium Lager (ASDA, Tesco) vs Kingfisher Lager (Morrisons) — 'Premium' variant mismatch indicates different product lines",No,Yes,Yes
8473,llm_verify,False,Corona Lager vs Corona Extra — different product variants (Extra is a distinct line),No,Yes,Yes
8474,llm_verify,True,"All Badger Golden Champion Golden Ale, same core product; minor naming variations acceptable",Yes,Yes,Yes
8477,llm_verify,True,"All Greene King Abbot Ale, same branded product; pack format (cans vs bottles) and count differences irrelevant to Q1",Yes,Yes,Yes
8478,llm_verify,False,"Leffe Brune (3 products) vs Leffe Blond (Sainsbury's) — different beer styles/recipes, not the same product",No,Yes,Yes
8479,llm_verify,False,"All Peroni Nastro Azzurro, same product; but weight variance exceeds 15% (16.7%) due to pack count differences",Yes,No,Yes
8480,llm_verify,True,"Both Morland Old Crafty Hen Vintage Ale, same core product; minor naming variation acceptable",Yes,Yes,Yes
8482,llm_verify,True,"All Beck's Blue Alcohol-Free Lager, same branded product; pack format and count differences irrelevant to Q1",Yes,Yes,Yes
8484,llm_verify,True,"All St Austell Proper Job IPA/Ale, same core product; minor naming variations acceptable",Yes,Yes,Yes
8485,llm_verify,True,"All branded Adnams Ghost Ship ale, same size, all products.",Yes,Yes,Yes
8486,llm_verify,True,"Both Robinsons Iron Maiden Trooper branded beer, same size.",Yes,Yes,Yes
8487,llm_verify,True,"All BrewDog Punk IPA 12-packs, pack count irrelevant to Q1, variance within 15%.",Yes,Yes,Yes
8489,llm_verify,True,"All Hobgoblin Ruby Ale/Beer 500ml bottles, same product.",Yes,Yes,Yes
8496,llm_verify,False,"Sainsbury's is Foster's Lager (different product), not Proper Shandy; Q2 exceeds 15% variance.",No,No,Yes
8498,llm_verify,True,"All Fuller's London Pride Amber Ale cans, same product, variance within 15%.",Yes,Yes,Yes
8500,llm_verify,True,"All BrewDog Hazy Jane Guava New England IPA, pack count irrelevant, variance within 15%.",Yes,Yes,Yes
8505,llm_verify,True,"All McEwan's Export Scottish Ale, variance within 15%.",Yes,Yes,Yes
8508,llm_verify,True,"All Hobgoblin IPA Ale Beer 4-packs, pack count irrelevant, variance within 15%.",Yes,Yes,Yes
8510,llm_verify,False,"ASDA/Morrisons are Pint Cans (568ml each, 2250ml total) vs Sainsbury's/Tesco 330ml cans; different pack formats and unit sizes constitute different product specifications.",No,Yes,Yes
8512,llm_verify,True,"All Kronenbourg 1664 Lager, same branded product, pack count variance irrelevant to Q1",Yes,Yes,Yes
8513,llm_verify,False,"Tesco product is Budvar Original (different brand variant), not standard Budweiser Lager",No,Yes,Yes
8514,llm_verify,True,"All Guinness Original Stout 500ml, same branded product across retailers",Yes,Yes,Yes
8515,llm_verify,False,"Sainsbury's product is American IPA, others are American Pale Ale—different beer styles",No,Yes,Yes
8518,llm_verify,True,"All Desperados Tequila Lager/Flavoured Beer 650ml, same branded product",Yes,Yes,Yes
8521,llm_verify,True,"All Peroni Nastro Azzurro 330ml bottles, pack count irrelevant to Q1",Yes,Yes,Yes
8523,llm_verify,False,"Tesco product is standard Peroni Nastro Azzurro, not Stile Capri variant—different product",No,Yes,Yes
8524,llm_verify,True,"All Dragon Stout 284ml, same branded product across retailers",Yes,Yes,Yes
8525,llm_verify,True,"All Heineken 0.0 Alcohol Free, same branded product, pack count irrelevant to Q1",Yes,Yes,Yes
8527,llm_verify,False,"ASDA product is Lancaster Blonde Ale, others are Saltaire Blonde—different brands",No,Yes,Yes
8529,llm_verify,False,Morrisons lists 'Amber Ale' while others list 'Ale' only — different product variants,No,Yes,Yes
8530,llm_verify,False,"Sainsbury's product is Hogs Back Traditional English Ale, not Marston's English Pale Ale — different brand and style",No,Yes,Yes
8532,llm_verify,True,"Same branded product (Boddingtons Draught Bitter), same pack format (4×440ml), identical across retailers",Yes,Yes,Yes
8533,llm_verify,False,Sainsbury's lists 'Abbot Ale' while others list 'East Coast IPA' or 'IPA' — different Greene King product lines,No,Yes,Yes
8535,llm_verify,True,"Same branded product (Heineken 0.0 Alcohol Free), minor pack format variation (single vs 6-pack) acceptable; Q2 within 1%",Yes,Yes,Yes
8536,llm_verify,True,"Same branded product (Whitstable Bay Pale Ale by Shepherd Neame), identical across retailers",Yes,Yes,Yes
8539,llm_verify,False,Tesco lists 'DDH IPA' while others list 'Coin Operated' — different BrewDog product variants,No,Yes,Yes
8540,llm_verify,True,"Same branded product (Spitfire Amber Ale by Shepherd Neame), identical across retailers",Yes,Yes,Yes
8541,llm_verify,True,"Same branded product (Ruddles Best Country Ale), minor naming variation acceptable",Yes,Yes,Yes
8543,llm_verify,False,Morrisons lists 'Smooth Bitter' while others list 'Smooth Ale' — different product variants,No,Yes,Yes
8545,llm_verify,True,Same branded product (Fuller's London Pride); minor naming variations acceptable; all 500ml,Yes,Yes,Yes
8547,llm_verify,False,Tesco lists 'Automatic Pale Ale' while ASDA and Morrisons list 'Sputnik Pale Ale' — different product variants,No,Yes,Yes
8550,llm_verify,False,Sainsbury's specifies 'Unfiltered' variant; others do not — different product specifications,No,Yes,Yes
8553,llm_verify,False,Morrisons and Tesco list 'Lost Lager' while ASDA and Sainsbury's list 'Lost Planet First Lager' — different product variants,No,Yes,Yes
